query_dish_id,query_dish_name,query_category,query_ingredients,candidate_dish_id,candidate_dish_name,candidate_category,candidate_ingredients,score_qwen2_5_7b,score_llama3_1_8b,score_gemma2_9b,score_mistral_7b,score_mean,n_models
dish6833,Đậu hũ trứng chiên xù,mon chien,"Đậu hũ trứng, Bột chiên xù, Bột chiên giòn, Trứng",dish6373,Ba rọi cháy tỏi,mon chien,"Thịt ba rọi, Tỏi, Ớt cay",0,1,1,1,0.75,4
dish6833,Đậu hũ trứng chiên xù,mon chien,"Đậu hũ trứng, Bột chiên xù, Bột chiên giòn, Trứng",dish6820,Cá basa chiên xù,mon chien,"Phi lê cá basa, Trứng gà, Bột chiên giòn, Bột chiên xù, Dầu ăn",1,2,2,1,1.5,4
dish6833,Đậu hũ trứng chiên xù,mon chien,"Đậu hũ trứng, Bột chiên xù, Bột chiên giòn, Trứng",dish6329,Trâu cháy tỏi,mon chien,"Thịt trâu, Dầu ăn, Tỏi lớn, Tiêu xanh, Hành tây tím",0,1,1,0,0.5,4
dish6833,Đậu hũ trứng chiên xù,mon chien,"Đậu hũ trứng, Bột chiên xù, Bột chiên giòn, Trứng",dish7240,Thịt viên chiên bọc phô mai,mon chien,"Miếng phô mai mozzarella, Phô mai, Trứng, Muối, Tỏi băm",1,1,1,1,1.0,4
dish6833,Đậu hũ trứng chiên xù,mon chien,"Đậu hũ trứng, Bột chiên xù, Bột chiên giòn, Trứng",dish7238,Trứng vịt lộn chiên giòn,mon chien,"Trứng vịt lộn, Trứng gà, Bột chiên giòn, Bột chiên xù, Dầu ăn",1,2,2,1,1.5,4
dish6833,Đậu hũ trứng chiên xù,mon chien,"Đậu hũ trứng, Bột chiên xù, Bột chiên giòn, Trứng",dish6392,Thỏ rang muối,mon chien,"Thỏ, Bột rau mùi, Bột nấm, Rượu gừng, Hạt tiêu",0,1,1,1,0.75,4
dish6833,Đậu hũ trứng chiên xù,mon chien,"Đậu hũ trứng, Bột chiên xù, Bột chiên giòn, Trứng",dish6861,Tokbokki chiên xù,mon chien,"Tokbokki - bánh gạo, Bột chiên giòn, Bột chiên xù, Trứng",1,2,1,1,1.25,4
dish6833,Đậu hũ trứng chiên xù,mon chien,"Đậu hũ trứng, Bột chiên xù, Bột chiên giòn, Trứng",dish6917,Xúc xích lốc xoáy chiên xù,mon chien,"Xúc xích, Trứng, Bột chiên xù, Bột chiên giòn",1,2,2,1,1.5,4
dish6550,Xôi bồ câu chiên giòn,mon chien,"Chim bồ câu, Nếp, Hạt sen, Pate gan, Hành phi",dish7190,Mực nhồi thịt chiên nước mắm,mon chien,"Mực ống, Thịt heo xay, Nấm mèo khô, Bún tàu, Hành tím",0,1,1,0,0.5,4
dish6550,Xôi bồ câu chiên giòn,mon chien,"Chim bồ câu, Nếp, Hạt sen, Pate gan, Hành phi",dish7188,Chả cá bọc trứng cút sốt cà,mon chien,"Trứng cút, Chả cá, Cà chua, Hành tím, Tỏi",0,1,1,0,0.5,4
dish6550,Xôi bồ câu chiên giòn,mon chien,"Chim bồ câu, Nếp, Hạt sen, Pate gan, Hành phi",dish7174,Thịt heo chiên tỏi ớt,mon chien,"Thịt heo, Tỏi, Ớt, Cà chua, Dầu ăn",0,1,1,1,0.75,4
dish6550,Xôi bồ câu chiên giòn,mon chien,"Chim bồ câu, Nếp, Hạt sen, Pate gan, Hành phi",dish6459,Mực chiên giòn bằng nồi chiên không dầu,mon chien,"Mực, Bột mì, Bột chiên xù, Trứng, Sữa tươi",0,1,1,1,0.75,4
dish6550,Xôi bồ câu chiên giòn,mon chien,"Chim bồ câu, Nếp, Hạt sen, Pate gan, Hành phi",dish6888,Gà viên chiên phô mai,mon chien,"Phi lê gà, Bột bắp, Phô mai, Phô mai mozzarella, Trứng gà",1,1,1,0,0.75,4
dish6550,Xôi bồ câu chiên giòn,mon chien,"Chim bồ câu, Nếp, Hạt sen, Pate gan, Hành phi",dish7181,Chôm chôm chiên giòn,mon chien,"Thịt heo, Chôm chôm, Bột mì, Hành tím, Tỏi",0,1,1,0,0.5,4
dish6550,Xôi bồ câu chiên giòn,mon chien,"Chim bồ câu, Nếp, Hạt sen, Pate gan, Hành phi",dish7318,Trứng chiên cải bó xôi,mon chien,"Trứng gà, Cải bó xôi, Hành tây, Dầu ô liu, Muối",0,1,1,1,0.75,4
dish6550,Xôi bồ câu chiên giòn,mon chien,"Chim bồ câu, Nếp, Hạt sen, Pate gan, Hành phi",dish7055,Thịt heo sốt me,mon chien,"Thịt heo, Me chín, Hành tím, Tỏi, Hành lá",0,1,1,0,0.5,4
dish3497,Bánh canh cá lóc Huế bột gạo,mon nuoc,"Cá lóc, Bánh canh bột gạo khô, Xương heo, Bánh canh bột gạo, Nén giã nhỏ",dish3479,Bánh canh hẹ,mon nuoc,"Xương heo, Cá thu, Bánh canh bột gạo, Chả cá, Trứng cút",1,1,1,1,1.0,4
dish3497,Bánh canh cá lóc Huế bột gạo,mon nuoc,"Cá lóc, Bánh canh bột gạo khô, Xương heo, Bánh canh bột gạo, Nén giã nhỏ",dish3456,Bún Thái chay,mon nuoc,"Tàu hủ chiên, Bún tươi, Cà chua, Thơm, Nấm rơm",0,1,1,0,0.5,4
dish3497,Bánh canh cá lóc Huế bột gạo,mon nuoc,"Cá lóc, Bánh canh bột gạo khô, Xương heo, Bánh canh bột gạo, Nén giã nhỏ",dish3185,Bánh canh cá lóc,mon nuoc,"Cá lóc, Bột lọc, Nấm rơm, Hành lá, Hành tím",1,2,1,1,1.25,4
dish3497,Bánh canh cá lóc Huế bột gạo,mon nuoc,"Cá lóc, Bánh canh bột gạo khô, Xương heo, Bánh canh bột gạo, Nén giã nhỏ",dish3173,Mì quảng cá lóc (công thức được chia sẻ từ người dùng),mon nuoc,"Mì quảng tươi, Cá lóc, Đậu hũ chiên, Cà chua, Hành tây",1,2,1,1,1.25,4
dish3497,Bánh canh cá lóc Huế bột gạo,mon nuoc,"Cá lóc, Bánh canh bột gạo khô, Xương heo, Bánh canh bột gạo, Nén giã nhỏ",dish3384,Phở chay bò lát,mon nuoc,"Bánh phở tươi, Bò lát chay, Tàu hũ ki cây, Tàu hũ ki lá, Đậu hũ",0,1,1,0,0.5,4
dish3497,Bánh canh cá lóc Huế bột gạo,mon nuoc,"Cá lóc, Bánh canh bột gạo khô, Xương heo, Bánh canh bột gạo, Nén giã nhỏ",dish3368,Mì lạnh Naengmyeon-mul,mon nuoc,"Thăn bò, Củ cải Hàn Quốc, Lê Hàn Quốc, Dưa leo, Trứng gà",0,0,1,1,0.5,4
dish3497,Bánh canh cá lóc Huế bột gạo,mon nuoc,"Cá lóc, Bánh canh bột gạo khô, Xương heo, Bánh canh bột gạo, Nén giã nhỏ",dish3218,Bánh canh cá nục Đà Nẵng,mon nuoc,"Bánh canh bột gạo, Cá nục, Chả cá thu chiên, Trứng cút, Ngò gai",1,1,1,1,1.0,4
dish3497,Bánh canh cá lóc Huế bột gạo,mon nuoc,"Cá lóc, Bánh canh bột gạo khô, Xương heo, Bánh canh bột gạo, Nén giã nhỏ",dish3109,Bánh canh bột mì cá lóc,mon nuoc,"Bột mì đa dụng, Cá lóc, Xương heo, Tỏi, Hành tím",1,2,1,1,1.25,4
dish4677,Đu đủ xào thịt bò,mon xao,"Thịt bò, Đu đủ, Hành lá, Gừng, Tỏi",dish4655,Thịt bò xào cà rốt,mon xao,"Thịt bò, Cà rốt, Hành tây, Tỏi, Gừng",1,1,1,1,1.0,4
dish4677,Đu đủ xào thịt bò,mon xao,"Thịt bò, Đu đủ, Hành lá, Gừng, Tỏi",dish5289,Hến xào sa tế,mon xao,"Hến, Sa tế, Hành tím, Ớt, Sả",0,1,1,1,0.75,4
dish4677,Đu đủ xào thịt bò,mon xao,"Thịt bò, Đu đủ, Hành lá, Gừng, Tỏi",dish5085,Bún thịt xào sả ớt,mon xao,"Thịt nạc dăm, Bún tươi, Giá, Rau thơm, Dưa leo",1,1,1,1,1.0,4
dish4677,Đu đủ xào thịt bò,mon xao,"Thịt bò, Đu đủ, Hành lá, Gừng, Tỏi",dish5051,Tôm hùm sốt bơ tỏi,mon xao,"Tôm hùm, Tỏi xay, Gạch cua, Bơ nhạt, Xúc xích xông khói",0,1,1,1,0.75,4
dish4677,Đu đủ xào thịt bò,mon xao,"Thịt bò, Đu đủ, Hành lá, Gừng, Tỏi",dish4635,Cà tím xào thịt bò,mon xao,"Cà tím, Thịt bò, Tỏi, Gừng, Dầu ăn",1,2,2,1,1.5,4
dish4677,Đu đủ xào thịt bò,mon xao,"Thịt bò, Đu đủ, Hành lá, Gừng, Tỏi",dish5175,Thịt bò xào khoai tây,mon xao,"Thịt bò, Khoai tây, Dầu ăn, Muối, Hạt nêm",1,1,1,1,1.0,4
dish4677,Đu đủ xào thịt bò,mon xao,"Thịt bò, Đu đủ, Hành lá, Gừng, Tỏi",dish4658,Bí đao xào thịt bò,mon xao,"Thịt bò, Bí đao, Tỏi, Hành lá, Dầu ăn",1,1,2,1,1.25,4
dish4677,Đu đủ xào thịt bò,mon xao,"Thịt bò, Đu đủ, Hành lá, Gừng, Tỏi",dish4794,Thịt bò xào tỏi tây,mon xao,"Thịt bò, Tỏi tây, Hành lá, Tỏi, Tiêu xay",1,1,1,1,1.0,4
dish10442,Thạch dưa lưới,mon trang mieng,"Dưa lưới, Bột rau câu dẻo, Đường",dish10387,Thạch quế hoa kỷ tử,mon trang mieng,"Kỷ tử, Hoa quế, Bột gelatine, Đường phèn",1,1,1,1,1.0,4
dish10442,Thạch dưa lưới,mon trang mieng,"Dưa lưới, Bột rau câu dẻo, Đường",dish10411,Tàu hũ lá dứa,mon trang mieng,"Đậu nành, Đường, Bột jely, Nước lá dứa",0,1,1,1,0.75,4
dish10442,Thạch dưa lưới,mon trang mieng,"Dưa lưới, Bột rau câu dẻo, Đường",dish10350,Sữa chua nha đam bằng nồi cơm điện,mon trang mieng,"Sữa chua ít đường, Nha đam, Sữa tươi không đường, Sữa đặc, Nước",0,1,1,1,0.75,4
dish10442,Thạch dưa lưới,mon trang mieng,"Dưa lưới, Bột rau câu dẻo, Đường",dish10418,Bingsu dâu tây,mon trang mieng,"Dâu tây, Đường, Sữa đặc, Sữa tươi không đường, Kem vani",1,1,1,0,0.75,4
dish10442,Thạch dưa lưới,mon trang mieng,"Dưa lưới, Bột rau câu dẻo, Đường",dish10374,Sữa chua bằng nồi chiên không dầu,mon trang mieng,"Sữa tươi không đường, Sữa chua không đường, Sữa đặc",0,1,0,0,0.25,4
dish10442,Thạch dưa lưới,mon trang mieng,"Dưa lưới, Bột rau câu dẻo, Đường",dish10489,Chè đậu xanh nha đam,mon trang mieng,"Đậu xanh, Nha đam, Đường, Muối",1,1,1,1,1.0,4
dish10442,Thạch dưa lưới,mon trang mieng,"Dưa lưới, Bột rau câu dẻo, Đường",dish10318,Thạch rau câu sữa chua,mon trang mieng,"Bột rau câu dẻo, Milo hoặc bột cacao, Sữa đặc, Sữa chua có đường",1,2,1,1,1.25,4
dish10442,Thạch dưa lưới,mon trang mieng,"Dưa lưới, Bột rau câu dẻo, Đường",dish10515,Thạch nho kyoho,mon trang mieng,"Bột rau câu dẻo, Đường, Bột hương vị, Rượu trắng",1,2,2,1,1.5,4
dish2743,Bánh quy trang trí đường,mon banh,"Bơ lạt, Bột mì đa dụng, Bột nở, Kem tươi, Trứng",dish1284,Bánh lưỡi mèo,mon banh,"Trứng, Bơ lạt, Muối, Đường bột, Vani",1,1,2,1,1.25,4
dish2743,Bánh quy trang trí đường,mon banh,"Bơ lạt, Bột mì đa dụng, Bột nở, Kem tươi, Trứng",dish0872,Bánh bầu Sóc Trăng,mon banh,"Bột gạo lọc, Bột năng, Bột tàn mì, Bầu non, Thịt heo",0,1,1,0,0.5,4
dish2743,Bánh quy trang trí đường,mon banh,"Bơ lạt, Bột mì đa dụng, Bột nở, Kem tươi, Trứng",dish1892,Bánh quy caramel mặn,mon banh,"Bột mì đa dụng, Bơ lạt, Heavy cream, Trứng, Đường bột",1,2,2,1,1.5,4
dish2743,Bánh quy trang trí đường,mon banh,"Bơ lạt, Bột mì đa dụng, Bột nở, Kem tươi, Trứng",dish0882,Bánh mì xúc xích chà bông,mon banh,"Bột làm bánh mì, Đường, Trứng gà, Men nở khô instant, Muối",0,1,1,1,0.75,4
dish2743,Bánh quy trang trí đường,mon banh,"Bơ lạt, Bột mì đa dụng, Bột nở, Kem tươi, Trứng",dish2434,Brownie cookie socola,mon banh,"Socola đen, Bơ lạt, Trứng, Đường nâu, Bột mì đa dụng",1,2,2,1,1.5,4
dish2743,Bánh quy trang trí đường,mon banh,"Bơ lạt, Bột mì đa dụng, Bột nở, Kem tươi, Trứng",dish2908,Bánh Scone,mon banh,"Bột mì Cake flour, Đường, Muối, Bột nở, Bơ lạt",1,2,1,1,1.25,4
dish2743,Bánh quy trang trí đường,mon banh,"Bơ lạt, Bột mì đa dụng, Bột nở, Kem tươi, Trứng",dish2711,Bánh cornet socola - bánh ốc kem socola,mon banh,"Bột mì đa dụng, Bơ lạt, Đường, Muối, Bột cacao",1,1,1,1,1.0,4
dish2743,Bánh quy trang trí đường,mon banh,"Bơ lạt, Bột mì đa dụng, Bột nở, Kem tươi, Trứng",dish0931,Bánh tam giác mạch,mon banh,"Hạt tam giác mạch, Nước",0,1,1,0,0.5,4
dish4217,"Nước chấm vịt, ngan, lợn quay",mon nuong,"Bột năng, Tỏi, Hành tím, Nấm mèo cắt sợi, Tương hột",dish3931,Mực nướng muối ớt bằng nồi chiên không dầu,mon nuong,"Mực, Sả, Hành tím, Tỏi, Dưa leo",0,1,1,1,0.75,4
dish4217,"Nước chấm vịt, ngan, lợn quay",mon nuong,"Bột năng, Tỏi, Hành tím, Nấm mèo cắt sợi, Tương hột",dish3869,Gà nướng sầu riêng,mon nuong,"Gà, Thịt sầu riêng, Tỏi, Hành tím, Nước tương",0,1,1,1,0.75,4
dish4217,"Nước chấm vịt, ngan, lợn quay",mon nuong,"Bột năng, Tỏi, Hành tím, Nấm mèo cắt sợi, Tương hột",dish4114,Ốc bươu nướng tiêu xanh,mon nuong,"Ốc bươu, Tiêu xanh, Gừng, Ớt sừng, Tỏi",0,1,1,1,0.75,4
dish4217,"Nước chấm vịt, ngan, lợn quay",mon nuong,"Bột năng, Tỏi, Hành tím, Nấm mèo cắt sợi, Tương hột",dish4061,Vịt nướng mật ong bằng nồi chiên không dầu,mon nuong,"Vịt, Hành tím, Tỏi, Gừng, Rượu trắng",1,1,1,1,1.0,4
dish4217,"Nước chấm vịt, ngan, lợn quay",mon nuong,"Bột năng, Tỏi, Hành tím, Nấm mèo cắt sợi, Tương hột",dish3747,Cúm núm nướng muối ớt,mon nuong,"Chim cúm núm, Ớt bột cay, Muối, Bột ngọt, Hạt nêm",0,1,1,1,0.75,4
dish4217,"Nước chấm vịt, ngan, lợn quay",mon nuong,"Bột năng, Tỏi, Hành tím, Nấm mèo cắt sợi, Tương hột",dish3754,Ức gà nướng bằng nồi chiên không dầu,mon nuong,"Ức gà, Nước tương, Dầu mè, Dầu hào, Bột ớt",0,1,1,0,0.5,4
dish4217,"Nước chấm vịt, ngan, lợn quay",mon nuong,"Bột năng, Tỏi, Hành tím, Nấm mèo cắt sợi, Tương hột",dish3803,Gà nướng muối sả,mon nuong,"Gà, Tỏi băm, Sả băm, Ớt băm, Lá giang",0,1,1,1,0.75,4
dish4217,"Nước chấm vịt, ngan, lợn quay",mon nuong,"Bột năng, Tỏi, Hành tím, Nấm mèo cắt sợi, Tương hột",dish3880,Gà ác nướng lá chanh,mon nuong,"Gà ác, Lá chanh, Tỏi, Hành tím, Ớt",1,1,1,1,1.0,4
dish2597,Bánh khoai tây viên chay nhân nấm thập cẩm,mon banh,"Khoai tây, Hành boa rô, Bột mì, Cà rốt thái lựu, Nấm mèo thái nhỏ",dish2875,bánh khoai tây chiên giòn nhân thịt phô mai,mon banh,"Khoai tây, Bột năng, Thịt nạc heo xay, Hành tím, Trứng gà ta",1,1,1,0,0.75,4
dish2597,Bánh khoai tây viên chay nhân nấm thập cẩm,mon banh,"Khoai tây, Hành boa rô, Bột mì, Cà rốt thái lựu, Nấm mèo thái nhỏ",dish2740,Mì cọng chiên,mon banh,"Bột mì đa dụng, Khoai tây, Hành lá, Đường, Hạt nêm",0,1,1,1,0.75,4
dish2597,Bánh khoai tây viên chay nhân nấm thập cẩm,mon banh,"Khoai tây, Hành boa rô, Bột mì, Cà rốt thái lựu, Nấm mèo thái nhỏ",dish1030,Bánh khoai tây nhân thịt,mon banh,"Khoai tây, Thịt heo xay, Phô mai, Bột năng, Hành tím",1,1,1,1,1.0,4
dish2597,Bánh khoai tây viên chay nhân nấm thập cẩm,mon banh,"Khoai tây, Hành boa rô, Bột mì, Cà rốt thái lựu, Nấm mèo thái nhỏ",dish1212,Bánh mì keto bằng nồi chiên không dầu,mon banh,"Bột dừa, Bột hạnh nhân, Trứng gà, Bơ lạt, Vani",0,1,1,0,0.5,4
dish2597,Bánh khoai tây viên chay nhân nấm thập cẩm,mon banh,"Khoai tây, Hành boa rô, Bột mì, Cà rốt thái lựu, Nấm mèo thái nhỏ",dish1050,Bánh ú nhân đậu xanh,mon banh,"Gạo nếp, Đậu xanh đãi vỏ, Nước cốt dừa, Hành tây băm nhỏ, Cơm dừa bào sợi",0,1,1,1,0.75,4
dish2597,Bánh khoai tây viên chay nhân nấm thập cẩm,mon banh,"Khoai tây, Hành boa rô, Bột mì, Cà rốt thái lựu, Nấm mèo thái nhỏ",dish1025,Cheesecake trà xanh (matcha),mon banh,"Bánh quy giòn, Bột trà xanh, Kem phô mai, Bơ lạt, Whipping cream",0,0,0,0,0.0,4
dish2597,Bánh khoai tây viên chay nhân nấm thập cẩm,mon banh,"Khoai tây, Hành boa rô, Bột mì, Cà rốt thái lựu, Nấm mèo thái nhỏ",dish1149,Bánh quy yến mạch,mon banh,"Khoai lang vàng, Bột yến mạch, Bơ lạt, Mật ong, Lòng đỏ trứng gà",0,1,1,1,0.75,4
dish2597,Bánh khoai tây viên chay nhân nấm thập cẩm,mon banh,"Khoai tây, Hành boa rô, Bột mì, Cà rốt thái lựu, Nấm mèo thái nhỏ",dish2704,Bánh bao nướng nhân khoai tây phô mai,mon banh,"Bột mì đa dụng, Nước sôi, Men nở instant, Muối, Đường",0,1,1,1,0.75,4
dish8743,Dương chi cam lộ,an vat,"Bột báng kim, Nước, Đường phèn, Xoài xay nhuyễn, Xoài chín",dish9225,Panna cotta thạch vải,an vat,"Vải tươi, Vải, Gelatin dạng lá, Sinh tố phúc bồn tử, Kem tươi",0,1,1,0,0.5,4
dish8743,Dương chi cam lộ,an vat,"Bột báng kim, Nước, Đường phèn, Xoài xay nhuyễn, Xoài chín",dish8809,Snack đậu gà,an vat,"Đậu gà, Dầu oliu, Nước tương, Tương ớt, Bột tỏi",0,1,1,1,0.75,4
dish8743,Dương chi cam lộ,an vat,"Bột báng kim, Nước, Đường phèn, Xoài xay nhuyễn, Xoài chín",dish8979,Chè khoai dẻo pudding xoài,an vat,"Xoài chín, Sữa tươi không đường, Kem sữa tươi, Gelatin, Đường trắng",1,2,1,1,1.25,4
dish8743,Dương chi cam lộ,an vat,"Bột báng kim, Nước, Đường phèn, Xoài xay nhuyễn, Xoài chín",dish8784,Kẹo Thổ Nhĩ Kỳ,an vat,"Đường, Nước cốt chanh, Bột bắp, Cream tartar, Vani",0,1,1,0,0.5,4
dish8743,Dương chi cam lộ,an vat,"Bột báng kim, Nước, Đường phèn, Xoài xay nhuyễn, Xoài chín",dish8995,Rau câu dừa sợi,an vat,"Bột rau câu dẻo, Nước dừa tươi, Cơm dừa non, Đường phèn, Lá dứa",1,2,1,1,1.25,4
dish8743,Dương chi cam lộ,an vat,"Bột báng kim, Nước, Đường phèn, Xoài xay nhuyễn, Xoài chín",dish9005,Rau câu nhãn tam sắc,an vat,"Nhãn, Nước dừa, Đường phèn, Bột rau câu, Siro dâu",1,1,1,1,1.0,4
dish8743,Dương chi cam lộ,an vat,"Bột báng kim, Nước, Đường phèn, Xoài xay nhuyễn, Xoài chín",dish8778,Cách làm me hạt dẻo,an vat,"Me, Muối hột, Baking soda, Đường, Dứa",0,1,1,1,0.75,4
dish8743,Dương chi cam lộ,an vat,"Bột báng kim, Nước, Đường phèn, Xoài xay nhuyễn, Xoài chín",dish8789,Rau câu sơn thủy,an vat,"Nước cốt dừa, Sữa đặc, Lá dứa, Bột rau câu giòn, Nước cốt cà phê",0,1,1,0,0.5,4
dish7007,Đậu hũ chiên mắm hành,mon chien,"Đậu hũ, Hành lá, Ớt, Nước mắm, Dầu ăn",dish6367,Đuông dừa ngâm nước mắm,mon chien,"Đuông dừa, Nước mắm/ đường, Lá dứa, Tỏi/ ớt/ ngò gai/ tắc, Sữa tươi",0,1,1,1,0.75,4
dish7007,Đậu hũ chiên mắm hành,mon chien,"Đậu hũ, Hành lá, Ớt, Nước mắm, Dầu ăn",dish7117,Đậu hũ chiên nước tương,mon chien,"Đậu hũ, Bột nghệ, Nước tương, Dầu ăn",1,1,1,1,1.0,4
dish7007,Đậu hũ chiên mắm hành,mon chien,"Đậu hũ, Hành lá, Ớt, Nước mắm, Dầu ăn",dish6885,Gà chiên sả ớt,mon chien,"Gà, Sả, Ớt, Bột bắp, Dầu ăn",1,1,1,1,1.0,4
dish7007,Đậu hũ chiên mắm hành,mon chien,"Đậu hũ, Hành lá, Ớt, Nước mắm, Dầu ăn",dish7004,Nước chấm bánh xèo,mon chien,"Nước mắm, Nước dừa tươi, Nước cốt chanh, Ớt băm, Tỏi băm",1,1,1,1,1.0,4
dish7007,Đậu hũ chiên mắm hành,mon chien,"Đậu hũ, Hành lá, Ớt, Nước mắm, Dầu ăn",dish6324,Đậu hũ chiên sốt xì dầu (công thức được chia sẻ từ người dùng),mon chien,"Đậu hũ, Hành lá, Hành tím, Tỏi, Gừng",1,1,1,1,1.0,4
dish7007,Đậu hũ chiên mắm hành,mon chien,"Đậu hũ, Hành lá, Ớt, Nước mắm, Dầu ăn",dish6678,Sườn bò sốt tiêu đen,mon chien,"Sườn bò, Bột năng, Bột mì, Đường, Tỏi",0,1,1,0,0.5,4
dish7007,Đậu hũ chiên mắm hành,mon chien,"Đậu hũ, Hành lá, Ớt, Nước mắm, Dầu ăn",dish6979,Cá nhồng chiên giòn,mon chien,"Cá nhồng, Hành tím, Ớt, Hành lá, Dầu ăn",1,1,1,1,1.0,4
dish7007,Đậu hũ chiên mắm hành,mon chien,"Đậu hũ, Hành lá, Ớt, Nước mắm, Dầu ăn",dish6413,Cá ngần chiên giòn,mon chien,"Cá ngần, Bột mì, Bột nghệ, Muối tiêu, Lá oregano",0,1,1,0,0.5,4
dish4735,Thịt bò xào tỏi,mon xao,"Thịt bò, Tỏi, Hành tím, Nước tương, Nước mắm",dish4635,Cà tím xào thịt bò,mon xao,"Cà tím, Thịt bò, Tỏi, Gừng, Dầu ăn",1,1,2,1,1.25,4
dish4735,Thịt bò xào tỏi,mon xao,"Thịt bò, Tỏi, Hành tím, Nước tương, Nước mắm",dish5175,Thịt bò xào khoai tây,mon xao,"Thịt bò, Khoai tây, Dầu ăn, Muối, Hạt nêm",1,1,1,1,1.0,4
dish4735,Thịt bò xào tỏi,mon xao,"Thịt bò, Tỏi, Hành tím, Nước tương, Nước mắm",dish4856,Ốc mỡ xào bơ tỏi,mon xao,"Ốc mỡ, Tỏi băm, Ớt, Rau răm, Đậu phộng rang",1,1,1,1,1.0,4
dish4735,Thịt bò xào tỏi,mon xao,"Thịt bò, Tỏi, Hành tím, Nước tương, Nước mắm",dish4600,Nấm rơm xào thịt bò,mon xao,"Nấm rơm, Thịt bò, Tỏi, Nước mắm, Dầu ăn",2,1,2,1,1.5,4
dish4735,Thịt bò xào tỏi,mon xao,"Thịt bò, Tỏi, Hành tím, Nước tương, Nước mắm",dish4840,Nấm mỡ xào cần tây chay,mon xao,"Nấm mỡ nâu, Nấm mỡ trắng, Cần tây, Hành baro, Dầu hào chay",1,1,1,1,1.0,4
dish4735,Thịt bò xào tỏi,mon xao,"Thịt bò, Tỏi, Hành tím, Nước tương, Nước mắm",dish4775,Rau lang xào thịt bò,mon xao,"Rau lang, Thịt bò, Tỏi, Dầu hào, Đường",1,1,1,1,1.0,4
dish4735,Thịt bò xào tỏi,mon xao,"Thịt bò, Tỏi, Hành tím, Nước tương, Nước mắm",dish4677,Đu đủ xào thịt bò,mon xao,"Thịt bò, Đu đủ, Hành lá, Gừng, Tỏi",1,1,1,1,1.0,4
dish4735,Thịt bò xào tỏi,mon xao,"Thịt bò, Tỏi, Hành tím, Nước tương, Nước mắm",dish4509,Nấm rơm xào lăn,mon xao,"Nấm rơm tươi, Nước cốt dừa, Hành tím cắt lát, Sả băm, Đậu phộng",1,1,1,1,1.0,4
dish3686,Kem mận không whipping cream,mon kem,"Mận chín, Đường, Hạt điều tươi, Kem dừa, Bột năng",dish3542,Kem yến mạch,mon kem,"Yến mạch cán dẹt, Chà là khô, Hạnh nhân, Sữa tươi không đường",0,1,1,1,0.75,4
dish3686,Kem mận không whipping cream,mon kem,"Mận chín, Đường, Hạt điều tươi, Kem dừa, Bột năng",dish3540,Kem hạt dẻ cười,mon kem,"Hạt dẻ cười, Whipping cream, Sữa đặc, Muối",0,1,1,0,0.5,4
dish3686,Kem mận không whipping cream,mon kem,"Mận chín, Đường, Hạt điều tươi, Kem dừa, Bột năng",dish3605,Kem bắp sữa tươi,mon kem,"Bắp/ngô ngọt, Sữa tươi không đường, Sữa đặc có đường, Đường trắng, Nước cốt dừa chế biến sẵn",0,1,1,1,0.75,4
dish3686,Kem mận không whipping cream,mon kem,"Mận chín, Đường, Hạt điều tươi, Kem dừa, Bột năng",dish3548,Kem chuối từ bột gạo nếp,mon kem,"Chuối, Bột nếp, Sữa tươi có đường, Dầu chuối, Đường/ muối",0,1,1,1,0.75,4
dish3686,Kem mận không whipping cream,mon kem,"Mận chín, Đường, Hạt điều tươi, Kem dừa, Bột năng",dish3537,Kem cầu vồng,mon kem,"Heavy cream, Sữa tươi không đường, Sữa đặc, Tinh chất vanilla, Màu thực phẩm",0,1,1,0,0.5,4
dish3686,Kem mận không whipping cream,mon kem,"Mận chín, Đường, Hạt điều tươi, Kem dừa, Bột năng",dish3556,Kem bơ chuối,mon kem,"Bơ, Chuối sứ, Đường phèn, Nước cốt dừa, Sữa tươi không đường",0,1,1,1,0.75,4
dish3686,Kem mận không whipping cream,mon kem,"Mận chín, Đường, Hạt điều tươi, Kem dừa, Bột năng",dish3579,Sinh tố đậu xanh bỏ túi,mon kem,"Đậu xanh, Lá dứa, Nước cốt dừa, Sữa đặc, Bột bắp",0,1,1,1,0.75,4
dish3686,Kem mận không whipping cream,mon kem,"Mận chín, Đường, Hạt điều tươi, Kem dừa, Bột năng",dish3620,Kem phô mai - cheese ice cream,mon kem,"Kem tươi đa dụng, Phô mai Cheddar, Sữa đặc không đường, Sữa tươi không đường, Trứng gà",0,1,1,1,0.75,4
dish5904,Cá cam kho cà,mon kho,"Cá cam, Cà chua, Hành lá, Ớt, Tỏi",dish6222,Cá kèo kho tiêu,mon kho,"Cá kèo, Tỏi, Ớt, Hành lá, Hành tím",1,2,2,1,1.5,4
dish5904,Cá cam kho cà,mon kho,"Cá cam, Cà chua, Hành lá, Ớt, Tỏi",dish5978,Thịt cừu hầm đậu trắng sốt cà chua,mon kho,"Thịt hoặc xương cừu, Đậu trắng, Hành tây, Bột nêm gà, Muối",0,1,1,1,0.75,4
dish5904,Cá cam kho cà,mon kho,"Cá cam, Cà chua, Hành lá, Ớt, Tỏi",dish5691,Cá diêu hồng kho lạt,mon kho,"Cá diêu hồng, Cà chua, Hành lá, Hành tím, Tỏi",2,2,2,1,1.75,4
