dish_id,dish_name,category,core_ingredients,candidate_id,candidate_name,score_qwen2_5_7b,score_llama3_1_8b,score_gemma2_9b,score_mistral_7b,score_mean,n_models
dish3108,Gà om sấu,mon nuoc,"Thịt gà, Khoai môn, Sấu tươi, Sả",ingre02768,hành tím,1,1,1,2,1.25,4
dish0512,Canh dưỡng nhan,mon canh,"Táo đỏ khô, Hạt sen, Củ sen",ingre03075,hạt đậu hà lan,1,1,0,1,0.75,4
dish0512,Canh dưỡng nhan,mon canh,"Táo đỏ khô, Hạt sen, Củ sen",ingre04343,ngò rí,1,1,0,1,0.75,4
dish0512,Canh dưỡng nhan,mon canh,"Táo đỏ khô, Hạt sen, Củ sen",ingre03818,muối/ đường,1,1,2,2,1.5,4
dish0512,Canh dưỡng nhan,mon canh,"Táo đỏ khô, Hạt sen, Củ sen",ingre00479,bắp mỹ,0,1,0,1,0.5,4
dish0512,Canh dưỡng nhan,mon canh,"Táo đỏ khô, Hạt sen, Củ sen",ingre02997,hạt nêm chay,1,1,1,1,1.0,4
dish0512,Canh dưỡng nhan,mon canh,"Táo đỏ khô, Hạt sen, Củ sen",ingre01419,cà rốt,1,1,1,2,1.25,4
dish0512,Canh dưỡng nhan,mon canh,"Táo đỏ khô, Hạt sen, Củ sen",ingre04971,nấm đông cô tươi,2,2,1,2,1.75,4
dish8704,Sushi chay nấm rau củ xào,mon chay,"Cơm, Nấm hương, Ngô bao tử, Nấm đùi gà",ingre07300,vừng rang,1,2,1,1,1.25,4
dish8704,Sushi chay nấm rau củ xào,mon chay,"Cơm, Nấm hương, Ngô bao tử, Nấm đùi gà",ingre02355,giấm,1,1,1,0,0.75,4
dish8704,Sushi chay nấm rau củ xào,mon chay,"Cơm, Nấm hương, Ngô bao tử, Nấm đùi gà",ingre07742,đậu hũ chiên,1,1,1,1,1.0,4
dish8704,Sushi chay nấm rau củ xào,mon chay,"Cơm, Nấm hương, Ngô bao tử, Nấm đùi gà",ingre07583,đường,1,1,1,0,0.75,4
dish8704,Sushi chay nấm rau củ xào,mon chay,"Cơm, Nấm hương, Ngô bao tử, Nấm đùi gà",ingre03746,muối,1,1,1,2,1.25,4
dish8704,Sushi chay nấm rau củ xào,mon chay,"Cơm, Nấm hương, Ngô bao tử, Nấm đùi gà",ingre02997,hạt nêm chay,1,1,1,1,1.0,4
dish8704,Sushi chay nấm rau củ xào,mon chay,"Cơm, Nấm hương, Ngô bao tử, Nấm đùi gà",ingre01419,cà rốt,2,1,1,1,1.25,4
dish8704,Sushi chay nấm rau củ xào,mon chay,"Cơm, Nấm hương, Ngô bao tử, Nấm đùi gà",ingre02020,dưa leo,1,1,1,0,0.75,4
dish8704,Sushi chay nấm rau củ xào,mon chay,"Cơm, Nấm hương, Ngô bao tử, Nấm đùi gà",ingre02645,hành boa rô,1,1,1,1,1.0,4
dish8704,Sushi chay nấm rau củ xào,mon chay,"Cơm, Nấm hương, Ngô bao tử, Nấm đùi gà",ingre05448,rong biển,1,2,1,1,1.25,4
dish5451,Mực khô xào dứa chua ngọt,mon xao,"Khô mực, Dứa",ingre04694,nước mắm,2,2,2,2,2.0,4
dish5451,Mực khô xào dứa chua ngọt,mon xao,"Khô mực, Dứa",ingre02673,hành lá,1,1,1,1,1.0,4
dish5451,Mực khô xào dứa chua ngọt,mon xao,"Khô mực, Dứa",ingre02995,hạt nêm,1,1,2,1,1.25,4
dish5451,Mực khô xào dứa chua ngọt,mon xao,"Khô mực, Dứa",ingre00819,bột ngọt,1,1,1,1,1.0,4
dish5451,Mực khô xào dứa chua ngọt,mon xao,"Khô mực, Dứa",ingre02124,dầu ăn,1,1,2,2,1.5,4
dish5451,Mực khô xào dứa chua ngọt,mon xao,"Khô mực, Dứa",ingre01354,cà chua,0,1,1,2,1.0,4
dish6413,Cá ngần chiên giòn,mon chien,Cá ngần,ingre03495,lá oregano,1,1,0,0,0.5,4
dish6413,Cá ngần chiên giòn,mon chien,Cá ngần,ingre00804,bột nghệ,1,2,1,1,1.25,4
dish6413,Cá ngần chiên giòn,mon chien,Cá ngần,ingre03783,muối tiêu,2,2,2,2,2.0,4
dish6413,Cá ngần chiên giòn,mon chien,Cá ngần,ingre00849,bột năng,2,2,2,1,1.75,4
dish6413,Cá ngần chiên giòn,mon chien,Cá ngần,ingre04490,nước,0,2,1,1,1.0,4
dish6413,Cá ngần chiên giòn,mon chien,Cá ngần,ingre00759,bột mì,2,1,2,1,1.5,4
dish1109,Bánh su socola hình con nhím,mon banh,"Sữa tươi, Heavy cream, Sữa đặc",ingre00578,bột cacao nguyên chất,2,2,2,1,1.75,4
dish1109,Bánh su socola hình con nhím,mon banh,"Sữa tươi, Heavy cream, Sữa đặc",ingre03746,muối,0,1,0,1,0.5,4
dish1109,Bánh su socola hình con nhím,mon banh,"Sữa tươi, Heavy cream, Sữa đặc",ingre00762,bột mì cake flour,2,1,2,2,1.75,4
dish1109,Bánh su socola hình con nhím,mon banh,"Sữa tươi, Heavy cream, Sữa đặc",ingre07589,đường bột,2,2,2,2,2.0,4
dish1109,Bánh su socola hình con nhím,mon banh,"Sữa tươi, Heavy cream, Sữa đặc",ingre05769,socola đen đun chảy,2,2,2,2,2.0,4
dish1109,Bánh su socola hình con nhím,mon banh,"Sữa tươi, Heavy cream, Sữa đặc",ingre01309,chất lỏng tạo ngọt,1,2,2,2,1.75,4
dish1109,Bánh su socola hình con nhím,mon banh,"Sữa tươi, Heavy cream, Sữa đặc",ingre02942,hạt dẻ nghiền,1,1,1,2,1.25,4
dish1109,Bánh su socola hình con nhím,mon banh,"Sữa tươi, Heavy cream, Sữa đặc",ingre05760,socola trắng đun chảy,2,2,2,2,2.0,4
dish1109,Bánh su socola hình con nhím,mon banh,"Sữa tươi, Heavy cream, Sữa đặc",ingre05757,socola sữa đun chảy,2,2,2,2,2.0,4
dish1109,Bánh su socola hình con nhím,mon banh,"Sữa tươi, Heavy cream, Sữa đặc",ingre00382,bơ lạt,1,2,2,2,1.75,4
dish4616,Bún gạo xào lòng gà,mon xao,"Bún gạo khô, Lòng gà",ingre03746,muối,1,2,2,2,1.75,4
dish4616,Bún gạo xào lòng gà,mon xao,"Bún gạo khô, Lòng gà",ingre02124,dầu ăn,1,1,2,2,1.5,4
dish4616,Bún gạo xào lòng gà,mon xao,"Bún gạo khô, Lòng gà",ingre02768,hành tím,2,2,2,2,2.0,4
dish4616,Bún gạo xào lòng gà,mon xao,"Bún gạo khô, Lòng gà",ingre07063,tỏi,2,2,2,2,2.0,4
dish4616,Bún gạo xào lòng gà,mon xao,"Bún gạo khô, Lòng gà",ingre02673,hành lá,2,2,2,2,2.0,4
dish4616,Bún gạo xào lòng gà,mon xao,"Bún gạo khô, Lòng gà",ingre01419,cà rốt,1,1,1,1,1.0,4
dish4616,Bún gạo xào lòng gà,mon xao,"Bún gạo khô, Lòng gà",ingre02080,dầu hào,2,2,2,2,2.0,4
dish4616,Bún gạo xào lòng gà,mon xao,"Bún gạo khô, Lòng gà",ingre06612,tiêu,2,2,1,2,1.75,4
dish4616,Bún gạo xào lòng gà,mon xao,"Bún gạo khô, Lòng gà",ingre00819,bột ngọt,1,1,1,1,1.0,4
dish4616,Bún gạo xào lòng gà,mon xao,"Bún gạo khô, Lòng gà",ingre04694,nước mắm,2,2,2,2,2.0,4
dish0915,Bánh trứng kiến,mon banh,"Trứng kiến, Lá sung mật",ingre06415,thịt heo xay nhuyễn,0,1,0,1,0.5,4
dish0915,Bánh trứng kiến,mon banh,"Trứng kiến, Lá sung mật",ingre00819,bột ngọt,1,1,0,1,0.75,4
dish0915,Bánh trứng kiến,mon banh,"Trứng kiến, Lá sung mật",ingre02673,hành lá,1,1,1,1,1.0,4
dish0915,Bánh trứng kiến,mon banh,"Trứng kiến, Lá sung mật",ingre06612,tiêu,2,2,0,1,1.25,4
dish0915,Bánh trứng kiến,mon banh,"Trứng kiến, Lá sung mật",ingre02995,hạt nêm,1,1,1,1,1.0,4
dish0915,Bánh trứng kiến,mon banh,"Trứng kiến, Lá sung mật",ingre04694,nước mắm,2,2,1,2,1.75,4
dish0915,Bánh trứng kiến,mon banh,"Trứng kiến, Lá sung mật",ingre00865,bột nếp xay sẵn,1,1,1,1,1.0,4
dish0915,Bánh trứng kiến,mon banh,"Trứng kiến, Lá sung mật",ingre02768,hành tím,1,1,1,1,1.0,4
dish6638,Đậu phụ nhồi thịt bằng nồi chiên không dầu,mon chien,"Thịt heo xay, Đậu phụ",ingre02124,dầu ăn,0,1,1,0,0.5,4
dish6638,Đậu phụ nhồi thịt bằng nồi chiên không dầu,mon chien,"Thịt heo xay, Đậu phụ",ingre02080,dầu hào,2,2,2,1,1.75,4
dish6638,Đậu phụ nhồi thịt bằng nồi chiên không dầu,mon chien,"Thịt heo xay, Đậu phụ",ingre02995,hạt nêm,2,1,2,2,1.75,4
dish6638,Đậu phụ nhồi thịt bằng nồi chiên không dầu,mon chien,"Thịt heo xay, Đậu phụ",ingre06644,tiêu xay,2,2,2,2,2.0,4
dish6638,Đậu phụ nhồi thịt bằng nồi chiên không dầu,mon chien,"Thịt heo xay, Đậu phụ",ingre02768,hành tím,2,1,2,2,1.75,4
dish3439,Nui chay,mon nuoc,"Nui khô, Đậu hũ, Chả quế chay, Tàu hũ ky, Nấm rơm",ingre02997,hạt nêm chay,1,2,2,2,1.75,4
dish3439,Nui chay,mon nuoc,"Nui khô, Đậu hũ, Chả quế chay, Tàu hũ ky, Nấm rơm",ingre04326,ngò,2,2,1,1,1.5,4
dish3439,Nui chay,mon nuoc,"Nui khô, Đậu hũ, Chả quế chay, Tàu hũ ky, Nấm rơm",ingre03746,muối,1,1,2,2,1.5,4
dish3439,Nui chay,mon nuoc,"Nui khô, Đậu hũ, Chả quế chay, Tàu hũ ky, Nấm rơm",ingre00819,bột ngọt,1,1,1,1,1.0,4
dish3439,Nui chay,mon nuoc,"Nui khô, Đậu hũ, Chả quế chay, Tàu hũ ky, Nấm rơm",ingre01812,cần tây,1,1,1,1,1.0,4
dish3439,Nui chay,mon nuoc,"Nui khô, Đậu hũ, Chả quế chay, Tàu hũ ky, Nấm rơm",ingre07063,tỏi,1,1,1,2,1.25,4
dish3439,Nui chay,mon nuoc,"Nui khô, Đậu hũ, Chả quế chay, Tàu hũ ky, Nấm rơm",ingre06612,tiêu,1,2,1,2,1.5,4
dish3439,Nui chay,mon nuoc,"Nui khô, Đậu hũ, Chả quế chay, Tàu hũ ky, Nấm rơm",ingre02124,dầu ăn,0,1,2,2,1.25,4
dish3439,Nui chay,mon nuoc,"Nui khô, Đậu hũ, Chả quế chay, Tàu hũ ky, Nấm rơm",ingre02673,hành lá,2,2,1,2,1.75,4
dish3439,Nui chay,mon nuoc,"Nui khô, Đậu hũ, Chả quế chay, Tàu hũ ky, Nấm rơm",ingre01796,cải trắng,1,1,1,1,1.0,4
dish7593,Cá diêu hồng hấp dưa cải,mon hap,"Cá diêu hồng, Dưa cải, Nấm rơm",ingre07583,đường,0,1,1,1,0.75,4
dish7593,Cá diêu hồng hấp dưa cải,mon hap,"Cá diêu hồng, Dưa cải, Nấm rơm",ingre03746,muối,1,2,1,2,1.5,4
dish7593,Cá diêu hồng hấp dưa cải,mon hap,"Cá diêu hồng, Dưa cải, Nấm rơm",ingre02673,hành lá,1,2,1,2,1.5,4
dish7593,Cá diêu hồng hấp dưa cải,mon hap,"Cá diêu hồng, Dưa cải, Nấm rơm",ingre00819,bột ngọt,1,1,0,0,0.5,4
dish7593,Cá diêu hồng hấp dưa cải,mon hap,"Cá diêu hồng, Dưa cải, Nấm rơm",ingre07071,tỏi băm,1,2,1,2,1.5,4
dish7593,Cá diêu hồng hấp dưa cải,mon hap,"Cá diêu hồng, Dưa cải, Nấm rơm",ingre02370,giấm trắng,1,2,1,0,1.0,4
dish7593,Cá diêu hồng hấp dưa cải,mon hap,"Cá diêu hồng, Dưa cải, Nấm rơm",ingre02124,dầu ăn,0,1,0,2,0.75,4
dish7593,Cá diêu hồng hấp dưa cải,mon hap,"Cá diêu hồng, Dưa cải, Nấm rơm",ingre07966,ớt,1,1,1,2,1.25,4
dish7444,vịt khìa nước dừa,mon chien,"Hành tím, Dừa",ingre05420,rau ăn kèm,1,1,1,1,1.0,4
dish7444,vịt khìa nước dừa,mon chien,"Hành tím, Dừa",ingre00815,bột ngũ vị hương,1,1,1,1,1.0,4
dish7444,vịt khìa nước dừa,mon chien,"Hành tím, Dừa",ingre02093,dầu màu điều,0,2,0,1,0.75,4
dish7444,vịt khìa nước dừa,mon chien,"Hành tím, Dừa",ingre07583,đường,1,1,2,1,1.25,4
dish7444,vịt khìa nước dừa,mon chien,"Hành tím, Dừa",ingre07211,vịt,2,2,2,2,2.0,4
dish7444,vịt khìa nước dừa,mon chien,"Hành tím, Dừa",ingre03746,muối,1,1,2,2,1.5,4
dish7444,vịt khìa nước dừa,mon chien,"Hành tím, Dừa",ingre00678,bột gừng,1,1,1,2,1.25,4
dish7444,vịt khìa nước dừa,mon chien,"Hành tím, Dừa",ingre07063,tỏi,1,1,1,2,1.25,4
dish7444,vịt khìa nước dừa,mon chien,"Hành tím, Dừa",ingre00819,bột ngọt,1,1,0,0,0.5,4
dish7444,vịt khìa nước dừa,mon chien,"Hành tím, Dừa",ingre00978,bột tỏi,1,1,1,1,1.0,4
dish4401,Cháo nấm mối thịt bò,mon chao,"Gạo, Nấm mối",ingre02124,dầu ăn,1,1,1,1,1.0,4
dish4401,Cháo nấm mối thịt bò,mon chao,"Gạo, Nấm mối",ingre06300,thịt bò,2,2,2,2,2.0,4
dish4401,Cháo nấm mối thịt bò,mon chao,"Gạo, Nấm mối",ingre02673,hành lá,1,1,2,1,1.25,4
dish4401,Cháo nấm mối thịt bò,mon chao,"Gạo, Nấm mối",ingre03828,muối/đường,1,1,2,2,1.5,4
dish4401,Cháo nấm mối thịt bò,mon chao,"Gạo, Nấm mối",ingre04694,nước mắm,1,2,2,2,1.75,4
dish4401,Cháo nấm mối thịt bò,mon chao,"Gạo, Nấm mối",ingre07071,tỏi băm,1,2,2,2,1.75,4
dish4401,Cháo nấm mối thịt bò,mon chao,"Gạo, Nấm mối",ingre04343,ngò rí,2,1,2,1,1.5,4
dish6948,Trứng chiên thanh cua,mon chien,"Thanh cua, Dầu mè",ingre04966,nấm đông cô,1,1,1,1,1.0,4
dish6948,Trứng chiên thanh cua,mon chien,"Thanh cua, Dầu mè",ingre02673,hành lá,2,2,1,1,1.5,4
dish6948,Trứng chiên thanh cua,mon chien,"Thanh cua, Dầu mè",ingre04490,nước,0,1,0,1,0.5,4
dish6948,Trứng chiên thanh cua,mon chien,"Thanh cua, Dầu mè",ingre02080,dầu hào,1,1,1,1,1.0,4
dish6948,Trứng chiên thanh cua,mon chien,"Thanh cua, Dầu mè",ingre07071,tỏi băm,1,2,2,2,1.75,4
dish6948,Trứng chiên thanh cua,mon chien,"Thanh cua, Dầu mè",ingre02995,hạt nêm,1,1,1,1,1.0,4
dish6948,Trứng chiên thanh cua,mon chien,"Thanh cua, Dầu mè",ingre00564,bột bắp,1,1,0,1,0.75,4
dish6948,Trứng chiên thanh cua,mon chien,"Thanh cua, Dầu mè",ingre06823,trứng gà,2,2,2,1,1.75,4
dish6948,Trứng chiên thanh cua,mon chien,"Thanh cua, Dầu mè",ingre01767,cơm trắng,0,1,1,1,0.75,4
dish2089,Bánh bông lan cuộn cam,mon banh,Cam,ingre04538,nước cốt chanh,2,2,1,2,1.75,4
dish2089,Bánh bông lan cuộn cam,mon banh,Cam,ingre07583,đường,2,1,2,1,1.5,4
dish2089,Bánh bông lan cuộn cam,mon banh,Cam,ingre01045,cake flour,2,1,2,1,1.5,4
dish2089,Bánh bông lan cuộn cam,mon banh,Cam,ingre07313,whipping cream,2,1,2,0,1.25,4
dish2089,Bánh bông lan cuộn cam,mon banh,Cam,ingre00564,bột bắp,1,1,0,1,0.75,4
dish2089,Bánh bông lan cuộn cam,mon banh,Cam,ingre03746,muối,1,1,1,1,1.0,4
dish2089,Bánh bông lan cuộn cam,mon banh,Cam,ingre02124,dầu ăn,1,1,1,1,1.0,4
dish2089,Bánh bông lan cuộn cam,mon banh,Cam,ingre06592,tinh chất vani,2,1,1,1,1.25,4
dish2089,Bánh bông lan cuộn cam,mon banh,Cam,ingre06801,trứng,2,2,2,1,1.75,4
dish8433,Cháo gà hạt sen đậu xanh,mon tu ga,"Đùi gà, Gạo tẻ, Hạt sen",ingre07836,đậu xanh,2,2,2,2,2.0,4
dish8433,Cháo gà hạt sen đậu xanh,mon tu ga,"Đùi gà, Gạo tẻ, Hạt sen",ingre03746,muối,1,1,2,2,1.5,4
dish8433,Cháo gà hạt sen đậu xanh,mon tu ga,"Đùi gà, Gạo tẻ, Hạt sen",ingre02673,hành lá,1,1,2,1,1.25,4
dish8433,Cháo gà hạt sen đậu xanh,mon tu ga,"Đùi gà, Gạo tẻ, Hạt sen",ingre07583,đường,0,1,1,1,0.75,4
dish8433,Cháo gà hạt sen đậu xanh,mon tu ga,"Đùi gà, Gạo tẻ, Hạt sen",ingre02768,hành tím,1,1,2,1,1.25,4
dish8433,Cháo gà hạt sen đậu xanh,mon tu ga,"Đùi gà, Gạo tẻ, Hạt sen",ingre01419,cà rốt,0,1,1,0,0.5,4
dish8433,Cháo gà hạt sen đậu xanh,mon tu ga,"Đùi gà, Gạo tẻ, Hạt sen",ingre02995,hạt nêm,1,1,1,1,1.0,4
dish8433,Cháo gà hạt sen đậu xanh,mon tu ga,"Đùi gà, Gạo tẻ, Hạt sen",ingre02124,dầu ăn,0,1,1,2,1.0,4
dish8433,Cháo gà hạt sen đậu xanh,mon tu ga,"Đùi gà, Gạo tẻ, Hạt sen",ingre05302,rau mùi,1,1,1,1,1.0,4
dish0810,Canh cua rau đay,mon canh,"Cua đồng, Rau đay",ingre05320,rau mồng tơi,0,1,1,2,1.0,4
dish0810,Canh cua rau đay,mon canh,"Cua đồng, Rau đay",ingre02124,dầu ăn,0,2,1,2,1.25,4
dish0810,Canh cua rau đay,mon canh,"Cua đồng, Rau đay",ingre04104,mướp hương,0,1,1,2,1.0,4
dish0810,Canh cua rau đay,mon canh,"Cua đồng, Rau đay",ingre02276,gia vị,2,2,2,2,2.0,4
dish0810,Canh cua rau đay,mon canh,"Cua đồng, Rau đay",ingre02774,hành tím băm,1,2,2,2,1.75,4
dish0536,Sườn dê hầm thuốc bắc ngải cứu,mon canh,"Sườn dê, Thuốc bắc, Táo đỏ, Long nhãn",ingre00838,bột nêm,0,1,1,1,0.75,4
dish0536,Sườn dê hầm thuốc bắc ngải cứu,mon canh,"Sườn dê, Thuốc bắc, Táo đỏ, Long nhãn",ingre04490,nước,1,2,2,2,1.75,4
dish0536,Sườn dê hầm thuốc bắc ngải cứu,mon canh,"Sườn dê, Thuốc bắc, Táo đỏ, Long nhãn",ingre02485,gừng,2,2,2,2,2.0,4
dish0536,Sườn dê hầm thuốc bắc ngải cứu,mon canh,"Sườn dê, Thuốc bắc, Táo đỏ, Long nhãn",ingre07583,đường,1,1,2,0,1.0,4
dish0536,Sườn dê hầm thuốc bắc ngải cứu,mon canh,"Sườn dê, Thuốc bắc, Táo đỏ, Long nhãn",ingre06552,thục địa,2,2,2,0,1.5,4
dish0536,Sườn dê hầm thuốc bắc ngải cứu,mon canh,"Sườn dê, Thuốc bắc, Táo đỏ, Long nhãn",ingre03746,muối,0,1,1,2,1.0,4
dish0536,Sườn dê hầm thuốc bắc ngải cứu,mon canh,"Sườn dê, Thuốc bắc, Táo đỏ, Long nhãn",ingre05574,rượu trắng,1,1,2,1,1.25,4
dish0536,Sườn dê hầm thuốc bắc ngải cứu,mon canh,"Sườn dê, Thuốc bắc, Táo đỏ, Long nhãn",ingre05195,quế/ hồi/ thảo quả,2,2,2,1,1.75,4
dish0536,Sườn dê hầm thuốc bắc ngải cứu,mon canh,"Sườn dê, Thuốc bắc, Táo đỏ, Long nhãn",ingre00678,bột gừng,2,1,2,2,1.75,4
dish0536,Sườn dê hầm thuốc bắc ngải cứu,mon canh,"Sườn dê, Thuốc bắc, Táo đỏ, Long nhãn",ingre05335,rau ngải cứu,2,2,2,2,2.0,4
dish7921,Lẩu cá bớp nấu lá giang,mon lau,"Cá bớp, Lá giang, Măng chua",ingre00819,bột ngọt,1,1,0,0,0.5,4
dish7921,Lẩu cá bớp nấu lá giang,mon lau,"Cá bớp, Lá giang, Măng chua",ingre05966,sốt lẩu thái,1,1,0,2,1.0,4
dish7921,Lẩu cá bớp nấu lá giang,mon lau,"Cá bớp, Lá giang, Măng chua",ingre07583,đường,0,1,1,1,0.75,4
dish7921,Lẩu cá bớp nấu lá giang,mon lau,"Cá bớp, Lá giang, Măng chua",ingre07063,tỏi,1,1,1,2,1.25,4
dish7921,Lẩu cá bớp nấu lá giang,mon lau,"Cá bớp, Lá giang, Măng chua",ingre04694,nước mắm,1,2,2,2,1.75,4
dish7921,Lẩu cá bớp nấu lá giang,mon lau,"Cá bớp, Lá giang, Măng chua",ingre01354,cà chua,0,1,0,2,0.75,4
dish7921,Lẩu cá bớp nấu lá giang,mon lau,"Cá bớp, Lá giang, Măng chua",ingre05621,sa tế,0,1,0,1,0.5,4
dish7921,Lẩu cá bớp nấu lá giang,mon lau,"Cá bớp, Lá giang, Măng chua",ingre04123,mật mía,0,1,1,1,0.75,4
dish7921,Lẩu cá bớp nấu lá giang,mon lau,"Cá bớp, Lá giang, Măng chua",ingre06612,tiêu,1,2,1,2,1.5,4
dish2566,Bánh bông lan cuộn khoai lang tím,mon banh,Khoai lang tím,ingre02124,dầu ăn,1,1,2,2,1.5,4
dish2566,Bánh bông lan cuộn khoai lang tím,mon banh,Khoai lang tím,ingre06088,sữa chua,1,1,1,1,1.0,4
dish2566,Bánh bông lan cuộn khoai lang tím,mon banh,Khoai lang tím,ingre00759,bột mì,1,1,2,1,1.25,4
dish2566,Bánh bông lan cuộn khoai lang tím,mon banh,Khoai lang tím,ingre07601,đường cát trắng,2,1,2,1,1.5,4
dish2566,Bánh bông lan cuộn khoai lang tím,mon banh,Khoai lang tím,ingre06147,sữa tươi không đường,1,1,1,1,1.0,4
dish2566,Bánh bông lan cuộn khoai lang tím,mon banh,Khoai lang tím,ingre07589,đường bột,2,1,2,1,1.5,4
dish2566,Bánh bông lan cuộn khoai lang tím,mon banh,Khoai lang tím,ingre07140,vani,2,1,1,0,1.0,4
dish2566,Bánh bông lan cuộn khoai lang tím,mon banh,Khoai lang tím,ingre00397,bơ lỏng,2,1,1,2,1.5,4
dish2566,Bánh bông lan cuộn khoai lang tím,mon banh,Khoai lang tím,ingre06823,trứng gà,2,1,2,1,1.5,4
dish2566,Bánh bông lan cuộn khoai lang tím,mon banh,Khoai lang tím,ingre00564,bột bắp,1,1,1,1,1.0,4
dish3417,Bún giò heo Quảng Ngãi,mon nuoc,"Giò heo rút xương, Bún tươi, Thơm, Hành tím, Hành tây",ingre01079,chanh,1,2,1,2,1.5,4
dish3417,Bún giò heo Quảng Ngãi,mon nuoc,"Giò heo rút xương, Bún tươi, Thơm, Hành tím, Hành tây",ingre05900,sả,1,1,1,2,1.25,4
dish3417,Bún giò heo Quảng Ngãi,mon nuoc,"Giò heo rút xương, Bún tươi, Thơm, Hành tím, Hành tây",ingre07583,đường,1,1,2,1,1.25,4
dish3417,Bún giò heo Quảng Ngãi,mon nuoc,"Giò heo rút xương, Bún tươi, Thơm, Hành tím, Hành tây",ingre02995,hạt nêm,1,1,2,1,1.25,4
dish3417,Bún giò heo Quảng Ngãi,mon nuoc,"Giò heo rút xương, Bún tươi, Thơm, Hành tím, Hành tây",ingre00819,bột ngọt,1,1,0,1,0.75,4
dish3417,Bún giò heo Quảng Ngãi,mon nuoc,"Giò heo rút xương, Bún tươi, Thơm, Hành tím, Hành tây",ingre04343,ngò rí,2,2,2,1,1.75,4
dish3417,Bún giò heo Quảng Ngãi,mon nuoc,"Giò heo rút xương, Bún tươi, Thơm, Hành tím, Hành tây",ingre04694,nước mắm,2,2,2,2,2.0,4
dish3417,Bún giò heo Quảng Ngãi,mon nuoc,"Giò heo rút xương, Bún tươi, Thơm, Hành tím, Hành tây",ingre07966,ớt,1,1,1,2,1.25,4
dish3417,Bún giò heo Quảng Ngãi,mon nuoc,"Giò heo rút xương, Bún tươi, Thơm, Hành tím, Hành tây",ingre02093,dầu màu điều,1,1,0,1,0.75,4
dish3417,Bún giò heo Quảng Ngãi,mon nuoc,"Giò heo rút xương, Bún tươi, Thơm, Hành tím, Hành tây",ingre07063,tỏi,1,2,2,2,1.75,4
dish0919,Bánh xèo vịt,mon banh,"Thịt vịt, Tôm, Củ hủ dừa, Củ sắn, Rau ăn bánh xèo, Soda, Hành tây",ingre01859,củ cà rốt,0,1,1,1,0.75,4
dish0919,Bánh xèo vịt,mon banh,"Thịt vịt, Tôm, Củ hủ dừa, Củ sắn, Rau ăn bánh xèo, Soda, Hành tây",ingre06823,trứng gà,1,2,2,2,1.75,4
dish0919,Bánh xèo vịt,mon banh,"Thịt vịt, Tôm, Củ hủ dừa, Củ sắn, Rau ăn bánh xèo, Soda, Hành tây",ingre00552,bột bánh xèo,1,2,2,2,1.75,4
dish0919,Bánh xèo vịt,mon banh,"Thịt vịt, Tôm, Củ hủ dừa, Củ sắn, Rau ăn bánh xèo, Soda, Hành tây",ingre02995,hạt nêm,1,1,2,1,1.25,4
dish0919,Bánh xèo vịt,mon banh,"Thịt vịt, Tôm, Củ hủ dừa, Củ sắn, Rau ăn bánh xèo, Soda, Hành tây",ingre07117,tỏi ớt,2,2,2,2,2.0,4
dish0919,Bánh xèo vịt,mon banh,"Thịt vịt, Tôm, Củ hủ dừa, Củ sắn, Rau ăn bánh xèo, Soda, Hành tây",ingre00598,bột chiên giòn,1,2,1,2,1.5,4
dish0919,Bánh xèo vịt,mon banh,"Thịt vịt, Tôm, Củ hủ dừa, Củ sắn, Rau ăn bánh xèo, Soda, Hành tây",ingre04554,nước cốt dừa,2,2,2,2,2.0,4
dish0919,Bánh xèo vịt,mon banh,"Thịt vịt, Tôm, Củ hủ dừa, Củ sắn, Rau ăn bánh xèo, Soda, Hành tây",ingre04694,nước mắm,1,2,2,2,1.75,4
dish0919,Bánh xèo vịt,mon banh,"Thịt vịt, Tôm, Củ hủ dừa, Củ sắn, Rau ăn bánh xèo, Soda, Hành tây",ingre00804,bột nghệ,1,2,1,2,1.5,4
dish10407,Táo chưng rượu vang,mon trang mieng,"Táo cỡ vừa, Vang đỏ",ingre02584,hoa hồi,2,1,1,1,1.25,4
dish10407,Táo chưng rượu vang,mon trang mieng,"Táo cỡ vừa, Vang đỏ",ingre07251,vỏ cam tươi,0,1,1,1,0.75,4
dish10407,Táo chưng rượu vang,mon trang mieng,"Táo cỡ vừa, Vang đỏ",ingre04665,nước lọc,0,0,1,2,0.75,4
dish10407,Táo chưng rượu vang,mon trang mieng,"Táo cỡ vừa, Vang đỏ",ingre04534,nước cốt cam tươi,1,1,1,2,1.25,4
dish10407,Táo chưng rượu vang,mon trang mieng,"Táo cỡ vừa, Vang đỏ",ingre07647,đường thốt nốt,2,1,1,1,1.25,4
dish10407,Táo chưng rượu vang,mon trang mieng,"Táo cỡ vừa, Vang đỏ",ingre06211,thanh quế nhỏ,2,1,2,1,1.5,4
dish5396,Su hào xào cà rốt,mon xao,Su hào,ingre03760,muối hạt,1,1,1,2,1.25,4
dish5396,Su hào xào cà rốt,mon xao,Su hào,ingre02995,hạt nêm,2,1,1,1,1.25,4
dish5396,Su hào xào cà rốt,mon xao,Su hào,ingre04343,ngò rí,1,2,1,1,1.25,4
dish5396,Su hào xào cà rốt,mon xao,Su hào,ingre02768,hành tím,2,2,2,2,2.0,4
dish5396,Su hào xào cà rốt,mon xao,Su hào,ingre04694,nước mắm,2,2,1,2,1.75,4
