anchor_dish_id,anchor_dish_name,anchor_category,anchor_ingredients_preview,candidate_dish_id,candidate_dish_name,candidate_category,candidate_ingredients_preview,llm_mean_score,annotator_1,annotator_2,notes
dish0536,Sườn dê hầm thuốc bắc ngải cứu,mon canh,"Sườn dê, Thuốc bắc, Táo đỏ, Long nhãn, Thục địa",dish8732,Chè hạt sen long nhãn táo đỏ,an vat,"Hạt sen, Long nhãn, Hồng táo, Kỷ tử, Đường",0,1,0,"Không liên quan: thiếu tất cả tín hiệu ontology. | Chia sẻ nguyên liệu chung: đường, long nhãn, nước (Jaccard=0.18); Cùng nhóm ontology 'trái cây': táo đỏ, long nhãn; Nhóm ontology liên quan (sibling): muối (gia vị mặn/umami) ↔ hạt sen (gia vị mặn/umami); Phương pháp khác nhau: Boil vs Snack; Bổ trợ hương vị (NPMI=0.81): long nhãn ↔ hồng táo"
dish0536,Sườn dê hầm thuốc bắc ngải cứu,mon canh,"Sườn dê, Thuốc bắc, Táo đỏ, Long nhãn, Thục địa",dish1020,Bánh hến chiên,mon banh,"Thịt hến, Bột chiên giòn, Nước lạnh, Muối, Bột nêm",0.333333333,0,0,"Gần như không liên quan: tín hiệu ontology rất yếu. | Chia sẻ nguyên liệu chung: đường, bột nêm, muối (Jaccard=0.11); Cùng nhóm ontology 'gia vị mặn/umami': muối, đường; Nhóm ontology liên quan (sibling): gừng (gia vị thơm) ↔ dầu ăn (gia vị thơm); Phương pháp khác nhau: Boil vs Bake; Bổ trợ hương vị (NPMI=0.49): quế/ hồi/ thảo quả ↔ bột nêm"
dish0536,Sườn dê hầm thuốc bắc ngải cứu,mon canh,"Sườn dê, Thuốc bắc, Táo đỏ, Long nhãn, Thục địa",dish0938,Bánh mì cay Hải Phòng,mon banh,"Bột bánh mì, Giấm, Men nở, Nước, Muối",0,0,0,"Không liên quan: thiếu tất cả tín hiệu ontology. | Chia sẻ nguyên liệu chung: đường, nước, muối (Jaccard=0.11); Nhóm ontology liên quan (sibling): muối (gia vị mặn/umami) ↔ men nở (gia vị mặn/umami); Phương pháp khác nhau: Boil vs Bake"
dish0536,Sườn dê hầm thuốc bắc ngải cứu,mon canh,"Sườn dê, Thuốc bắc, Táo đỏ, Long nhãn, Thục địa",dish8741,Ô mai me,an vat,"Me chín đã lột vỏ, Đường, Nước, Gừng, Khoai lang",0.666666667,0,0,"Liên quan thấp: chỉ có tín hiệu ontology yếu hoặc gián tiếp. | Chia sẻ nguyên liệu chung: đường, gừng, nước (Jaccard=0.20); Cùng nhóm ontology 'Other': thuốc bắc; Nhóm ontology liên quan (sibling): muối (gia vị mặn/umami) ↔ gừng (gia vị mặn/umami); Phương pháp khác nhau: Boil vs Snack"
dish0536,Sườn dê hầm thuốc bắc ngải cứu,mon canh,"Sườn dê, Thuốc bắc, Táo đỏ, Long nhãn, Thục địa",dish6934,Gân bò cháy tỏi,mon chien,"Gân bò, Tỏi, Gừng, Giấm, Đường",1,0,0,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: đường, gừng, muối (Jaccard=0.11); Cùng nhóm ontology 'gia vị mặn/umami': muối; Nhóm ontology liên quan (sibling): gừng (gia vị thơm) ↔ giấm (gia vị thơm); Phương pháp khác nhau: Boil vs Fry"
dish0536,Sườn dê hầm thuốc bắc ngải cứu,mon canh,"Sườn dê, Thuốc bắc, Táo đỏ, Long nhãn, Thục địa",dish2243,Bánh chuối chiên khoai mì,mon banh,"Khoai mì bào, Đường, Chuối xiêm, Bột năng, Bột gạo",0.333333333,0,0,"Gần như không liên quan: tín hiệu ontology rất yếu. | Chia sẻ nguyên liệu chung: đường, nước, muối (Jaccard=0.15); Cùng nhóm ontology 'gia vị mặn/umami': muối, đường; Nhóm ontology liên quan (sibling): gừng (gia vị thơm) ↔ bột custard (gia vị thơm); Phương pháp khác nhau: Boil vs Bake"
dish0536,Sườn dê hầm thuốc bắc ngải cứu,mon canh,"Sườn dê, Thuốc bắc, Táo đỏ, Long nhãn, Thục địa",dish0684,Vịt nấu lá giang,mon canh,"Vịt, Lá giang, Dứa, Ớt đỏ, Sả",1,0,1,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: đường, muối; Cùng nhóm ontology 'gia vị mặn/umami': muối, táo đỏ; Nhóm ontology liên quan (sibling): gừng (gia vị thơm) ↔ ớt đỏ (gia vị thơm); Cùng phương pháp chế biến: Boil; Bổ trợ hương vị (NPMI=0.34): gừng ↔ sả"
dish0536,Sườn dê hầm thuốc bắc ngải cứu,mon canh,"Sườn dê, Thuốc bắc, Táo đỏ, Long nhãn, Thục địa",dish0089,Bún bò gân,mon canh,"Thịt bò gân, Dầu hạt điều, Ớt bột, Thơm, Hành lá",1,0,0,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Cùng nhóm ontology 'gia vị mặn/umami': muối, táo đỏ; Nhóm ontology liên quan (sibling): gừng (gia vị thơm) ↔ nước mắm (gia vị thơm); Cùng phương pháp chế biến: Boil; Bổ trợ hương vị (NPMI=0.34): gừng ↔ sả"
dish0536,Sườn dê hầm thuốc bắc ngải cứu,mon canh,"Sườn dê, Thuốc bắc, Táo đỏ, Long nhãn, Thục địa",dish0409,Canh nấm đậu hũ non với hẹ và thịt băm,mon canh,"Thịt heo xay, Nấm kim châm, Nấm bào ngư, Đậu hũ non, Hẹ",1,0,0,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: muối; Cùng nhóm ontology 'gia vị mặn/umami': muối, thuốc bắc; Nhóm ontology liên quan (sibling): gừng (gia vị thơm) ↔ dầu ăn (gia vị thơm); Cùng phương pháp chế biến: Boil"
dish0536,Sườn dê hầm thuốc bắc ngải cứu,mon canh,"Sườn dê, Thuốc bắc, Táo đỏ, Long nhãn, Thục địa",dish0083,Canh chua cay cá hố tươi,mon canh,"Cá hố tươi, Lá giang, Dọc mùng, Ớt sừng, Ngò gai",0.666666667,0,0,"Liên quan thấp: chỉ có tín hiệu ontology yếu hoặc gián tiếp. | Chia sẻ nguyên liệu chung: đường, muối (Jaccard=0.05); Nhóm ontology liên quan (sibling): muối (gia vị mặn/umami) ↔ lá quế (gia vị mặn/umami); Cùng phương pháp chế biến: Boil"
dish0536,Sườn dê hầm thuốc bắc ngải cứu,mon canh,"Sườn dê, Thuốc bắc, Táo đỏ, Long nhãn, Thục địa",dish0071,Canh cải bẹ xanh nấu tôm tươi,mon canh,"Cải bẹ xanh, Tôm tươi, Hành lá, Nước mắm, Dầu ăn",1,0,0,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: đường, muối (Jaccard=0.06); Cùng nhóm ontology 'gia vị mặn/umami': muối, quế/ hồi/ thảo quả; Nhóm ontology liên quan (sibling): gừng (gia vị thơm) ↔ dầu ăn (gia vị thơm); Cùng phương pháp chế biến: Boil"
dish0536,Sườn dê hầm thuốc bắc ngải cứu,mon canh,"Sườn dê, Thuốc bắc, Táo đỏ, Long nhãn, Thục địa",dish9165,Mứt bí đỏ dẻo dừa sấy,an vat,"Bí đỏ, Dừa sấy, Mạch nha, Mè đen rang, Bột nếp",0,0,0,Không liên quan: thiếu tất cả tín hiệu ontology. | Cùng nhóm ontology 'gia vị mặn/umami': muối; Nhóm ontology liên quan (sibling): gừng (gia vị thơm) ↔ đường phèn (gia vị thơm); Phương pháp khác nhau: Boil vs Snack
dish0536,Sườn dê hầm thuốc bắc ngải cứu,mon canh,"Sườn dê, Thuốc bắc, Táo đỏ, Long nhãn, Thục địa",dish9644,"Smoothie cải kale, chuối, nước dừa",thuc uong,"Lá cải kale, Nước dừa, Đậu hũ trắng, Bơ đậu phộng nguyên chất, Chà là bỏ hạt",0,0,0,Không liên quan: thiếu tất cả tín hiệu ontology. | Cùng nhóm ontology 'trái cây': táo đỏ; Nhóm ontology liên quan (sibling): muối (gia vị mặn/umami) ↔ nước dừa (gia vị mặn/umami); Phương pháp khác nhau: Boil vs Beverage
dish0536,Sườn dê hầm thuốc bắc ngải cứu,mon canh,"Sườn dê, Thuốc bắc, Táo đỏ, Long nhãn, Thục địa",dish2547,Bánh bao nhân đậu đen,mon banh,"Đậu đen, Dầu ăn, Đường, Muối, Vani",0,0,0,"Không liên quan: thiếu tất cả tín hiệu ontology. | Chia sẻ nguyên liệu chung: đường, muối (Jaccard=0.12); Cùng nhóm ontology 'gia vị mặn/umami': muối, đường; Nhóm ontology liên quan (sibling): gừng (gia vị thơm) ↔ dầu ăn (gia vị thơm); Phương pháp khác nhau: Boil vs Bake"
dish0536,Sườn dê hầm thuốc bắc ngải cứu,mon canh,"Sườn dê, Thuốc bắc, Táo đỏ, Long nhãn, Thục địa",dish10183,Trân châu khoai lang tím,tra sua,"Khoai lang tím, Bột năng, Đường, Nước sôi",0.333333333,0,0,Gần như không liên quan: tín hiệu ontology rất yếu. | Chia sẻ nguyên liệu chung: đường; Nhóm ontology liên quan (sibling): muối (gia vị mặn/umami) ↔ đường (gia vị mặn/umami); Phương pháp khác nhau: Boil vs MilkTea
dish0536,Sườn dê hầm thuốc bắc ngải cứu,mon canh,"Sườn dê, Thuốc bắc, Táo đỏ, Long nhãn, Thục địa",dish9722,Sữa đậu nành hột gà,thuc uong,"Sữa đậu nành, Sữa đặc, Lòng đỏ trứng gà, Bột cacao",0.666666667,0,0,Liên quan thấp: chỉ có tín hiệu ontology yếu hoặc gián tiếp. | Nhóm ontology liên quan (sibling): muối (gia vị mặn/umami) ↔ bột cacao (gia vị mặn/umami); Phương pháp khác nhau: Boil vs Beverage
dish9294,Kẹo gôm dẻo lá dứa cốt dừa,an vat,"Bột gelatin, Đường, Nước cốt lá dứa, Nước cốt dừa",dish1728,Bánh phục linh,mon banh,"Bột năng, Nước cốt dừa, Nước cốt lá dứa, Lá dứa, Đường",1,1,1,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: đường, nước cốt dừa, nước cốt lá dứa (Jaccard=0.41); Cùng nhóm ontology 'OtherSeasoning': bột gelatin; Nhóm ontology liên quan (sibling): nước cốt dừa (OtherSeasoning) ↔ nước cốt lá dứa (OtherSeasoning); Phương pháp khác nhau: Snack vs Bake; Bổ trợ hương vị (NPMI=0.37): nước cốt dừa ↔ nước cốt lá dứa"
dish9294,Kẹo gôm dẻo lá dứa cốt dừa,an vat,"Bột gelatin, Đường, Nước cốt lá dứa, Nước cốt dừa",dish1596,Bánh tét chữ,mon banh,"Đậu xanh, Nếp cái hoa vàng, Nước cốt dừa, Nước cốt lá dứa, Nước cốt lá cẩm",1,1,1,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: đường, nước cốt dừa, nước cốt lá dứa (Jaccard=0.27); Cùng nhóm ontology 'OtherSeasoning': nước cốt dừa, nước cốt lá dứa; Nhóm ontology liên quan (sibling): bột gelatin (OtherSeasoning) ↔ muối (OtherSeasoning); Phương pháp khác nhau: Snack vs Bake; Bổ trợ hương vị (NPMI=0.70): nước cốt lá dứa ↔ nước cốt lá cẩm"
dish9294,Kẹo gôm dẻo lá dứa cốt dừa,an vat,"Bột gelatin, Đường, Nước cốt lá dứa, Nước cốt dừa",dish1841,Bánh Trung Thu rau câu trà xanh nước cốt dừa,mon banh,"Bột trà xanh Nhật Bản, Bột rau câu giòn, Nước cốt dừa, Đường, Nước",1.666666667,1,1,"Liên quan tốt: nhiều tín hiệu ontology mạnh. | Chia sẻ nguyên liệu chung: đường, nước cốt dừa (Jaccard=0.26); Cùng nhóm ontology 'OtherSeasoning': bột gelatin; Nhóm ontology liên quan (sibling): nước cốt dừa (OtherSeasoning) ↔ đường (OtherSeasoning); Phương pháp khác nhau: Snack vs Bake; Bổ trợ hương vị (NPMI=0.37): nước cốt lá dứa ↔ nước cốt dừa"
dish9294,Kẹo gôm dẻo lá dứa cốt dừa,an vat,"Bột gelatin, Đường, Nước cốt lá dứa, Nước cốt dừa",dish3104,Chè bột năng,mon che,"Bột năng, Gừng, Đường, Nước cốt dừa, Đậu phộng rang",1,0,1,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: đường, nước cốt dừa (Jaccard=0.19); Cùng nhóm ontology 'OtherSeasoning': bột gelatin; Nhóm ontology liên quan (sibling): nước cốt dừa (OtherSeasoning) ↔ gừng (OtherSeasoning); Phương pháp khác nhau: Snack vs SweetSoup; Bổ trợ hương vị (NPMI=0.37): nước cốt lá dứa ↔ nước cốt dừa"
dish9294,Kẹo gôm dẻo lá dứa cốt dừa,an vat,"Bột gelatin, Đường, Nước cốt lá dứa, Nước cốt dừa",dish10122,Mãng cầu dầm sữa,sinh to,"Mãng cầu gai, Đá viên, Sữa đặc, Nước cốt dừa, Đường",1,0,0,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: đường, nước cốt dừa (Jaccard=0.23); Cùng nhóm ontology 'OtherSeasoning': bột gelatin; Nhóm ontology liên quan (sibling): nước cốt dừa (OtherSeasoning) ↔ đường (OtherSeasoning); Phương pháp khác nhau: Snack vs Smoothie; Bổ trợ hương vị (NPMI=0.37): nước cốt lá dứa ↔ nước cốt dừa"
dish9294,Kẹo gôm dẻo lá dứa cốt dừa,an vat,"Bột gelatin, Đường, Nước cốt lá dứa, Nước cốt dừa",dish10316,Cách làm chè bột lọc nhân đậu phộng (lạc),mon trang mieng,"Bột năng, Đậu phộng, Nước cốt dừa, Đường, Nước dừa",1,0,1,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: đường, nước cốt dừa (Jaccard=0.19); Cùng nhóm ontology 'OtherSeasoning': nước cốt dừa; Nhóm ontology liên quan (sibling): bột gelatin (OtherSeasoning) ↔ muối (OtherSeasoning); Phương pháp khác nhau: Snack vs Dessert; Bổ trợ hương vị (NPMI=0.37): nước cốt lá dứa ↔ nước cốt dừa"
dish9294,Kẹo gôm dẻo lá dứa cốt dừa,an vat,"Bột gelatin, Đường, Nước cốt lá dứa, Nước cốt dừa",dish1452,Bánh thanh long ruột đỏ lăn dừa,mon banh,"Thanh long ruột đỏ, Whipping cream, Sữa tươi không đường, Nước cốt dừa, Cơm dừa sấy khô",1.333333333,0,0,"Khá liên quan: nhiều tín hiệu ontology trùng khớp. | Chia sẻ nguyên liệu chung: đường, nước cốt dừa (Jaccard=0.20); Cùng nhóm ontology 'OtherSeasoning': bột gelatin; Nhóm ontology liên quan (sibling): nước cốt dừa (OtherSeasoning) ↔ đường (OtherSeasoning); Phương pháp khác nhau: Snack vs Bake; Bổ trợ hương vị (NPMI=0.37): nước cốt lá dứa ↔ nước cốt dừa"
dish9294,Kẹo gôm dẻo lá dứa cốt dừa,an vat,"Bột gelatin, Đường, Nước cốt lá dứa, Nước cốt dừa",dish2257,Bánh cúng chuẩn vị miền tây,mon banh,"Bột gạo, Bột sắn, Nước cốt dừa, Đường, Muối",1,1,1,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: đường, nước cốt dừa (Jaccard=0.21); Cùng nhóm ontology 'OtherSeasoning': nước cốt dừa; Nhóm ontology liên quan (sibling): bột gelatin (OtherSeasoning) ↔ muối (OtherSeasoning); Phương pháp khác nhau: Snack vs Bake; Bổ trợ hương vị (NPMI=0.37): nước cốt lá dứa ↔ nước cốt dừa"
dish9294,Kẹo gôm dẻo lá dứa cốt dừa,an vat,"Bột gelatin, Đường, Nước cốt lá dứa, Nước cốt dừa",dish2544,Bánh Crepe khoai lang tím,mon banh,"Khoai lang, Bột mì đa dụng, Đường, Trứng, Nước cốt dừa",1,0,0,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: đường, nước cốt dừa (Jaccard=0.14); Cùng nhóm ontology 'OtherSeasoning': bột gelatin; Nhóm ontology liên quan (sibling): nước cốt dừa (OtherSeasoning) ↔ dầu ăn (OtherSeasoning); Phương pháp khác nhau: Snack vs Bake; Bổ trợ hương vị (NPMI=0.37): nước cốt lá dứa ↔ nước cốt dừa"
dish9294,Kẹo gôm dẻo lá dứa cốt dừa,an vat,"Bột gelatin, Đường, Nước cốt lá dứa, Nước cốt dừa",dish9921,trà sữa dẻo,thuc uong,"Bột gelatin, Nước, Sữa đặc, Trà túi lọc, Bột rau câu dẻo",1,0,0,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: đường, bột gelatin (Jaccard=0.36); Nhóm ontology liên quan (sibling): bột gelatin (OtherSeasoning) ↔ đường (OtherSeasoning); Phương pháp khác nhau: Snack vs Beverage; Bổ trợ hương vị (NPMI=0.41): bột gelatin ↔ siro dâu"
dish9294,Kẹo gôm dẻo lá dứa cốt dừa,an vat,"Bột gelatin, Đường, Nước cốt lá dứa, Nước cốt dừa",dish9243,Sandwich chiên giòn nhân táo sốt,an vat,"Sandwich, Táo, Trứng gà, Bột quế, Bột chiên xù",0.333333333,0,0,Gần như không liên quan: tín hiệu ontology rất yếu. | Chia sẻ nguyên liệu chung: đường (Jaccard=0.10); Nhóm ontology liên quan (sibling): bột gelatin (OtherSeasoning) ↔ dầu ăn (OtherSeasoning); Cùng phương pháp chế biến: Snack
dish9294,Kẹo gôm dẻo lá dứa cốt dừa,an vat,"Bột gelatin, Đường, Nước cốt lá dứa, Nước cốt dừa",dish8881,Bánh tráng kẹp Đà Nẵng,an vat,"Bánh tráng dừa, Khô bò, Hành lá, Hành phi, Trứng cút",1,0,0,Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Cùng nhóm ontology 'gia vị chua': nước cốt lá dứa; Nhóm ontology liên quan (sibling): bột gelatin (OtherSeasoning) ↔ muối (OtherSeasoning); Cùng phương pháp chế biến: Snack
dish9294,Kẹo gôm dẻo lá dứa cốt dừa,an vat,"Bột gelatin, Đường, Nước cốt lá dứa, Nước cốt dừa",dish9173,Kẹo gạo lứt với mè,an vat,"Gạo lứt, Đường, Đường mạch nha, Đậu phộng rang, Mè rang",1,1,2,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: đường (Jaccard=0.21); Cùng nhóm ontology 'OtherSeasoning': nước cốt dừa, đường; Nhóm ontology liên quan (sibling): bột gelatin (OtherSeasoning) ↔ đường (OtherSeasoning); Cùng phương pháp chế biến: Snack"
dish9294,Kẹo gôm dẻo lá dứa cốt dừa,an vat,"Bột gelatin, Đường, Nước cốt lá dứa, Nước cốt dừa",dish9262,Da heo lắc muối ớt,an vat,"Da heo, Hành tây, Sả, Chanh, Bột húng lìu",0.333333333,0,0,Gần như không liên quan: tín hiệu ontology rất yếu. | Nhóm ontology liên quan (sibling): bột gelatin (OtherSeasoning) ↔ muối (OtherSeasoning); Cùng phương pháp chế biến: Snack
dish9294,Kẹo gôm dẻo lá dứa cốt dừa,an vat,"Bột gelatin, Đường, Nước cốt lá dứa, Nước cốt dừa",dish8820,Chà bông cá ngừ đại dương,an vat,"Cá ngừ đại dương, Gừng, Sả, Tỏi, Bột ngọt",0,0,0,Không liên quan: thiếu tất cả tín hiệu ontology. | Nhóm ontology liên quan (sibling): bột gelatin (OtherSeasoning) ↔ dầu ăn (OtherSeasoning); Cùng phương pháp chế biến: Snack
dish9294,Kẹo gôm dẻo lá dứa cốt dừa,an vat,"Bột gelatin, Đường, Nước cốt lá dứa, Nước cốt dừa",dish7769,Lẩu sườn bò,mon lau,"Sườn bò, Hành tây, Sả, Gừng, Cà rốt",0,0,0,Không liên quan: thiếu tất cả tín hiệu ontology. | Nhóm ontology liên quan (sibling): bột gelatin (OtherSeasoning) ↔ muối (OtherSeasoning); Phương pháp khác nhau: Snack vs Hotpot
dish9294,Kẹo gôm dẻo lá dứa cốt dừa,an vat,"Bột gelatin, Đường, Nước cốt lá dứa, Nước cốt dừa",dish8418,Gà hầm đậu đỏ,mon tu ga,"Gà, Đậu đỏ, Cà rốt, Nấm đông cô  khô, Hành tím",0.333333333,0,0,Gần như không liên quan: tín hiệu ontology rất yếu. | Chia sẻ nguyên liệu chung: đường (Jaccard=0.06); Nhóm ontology liên quan (sibling): bột gelatin (OtherSeasoning) ↔ muối (OtherSeasoning); Phương pháp khác nhau: Snack vs ChickenBased
dish9294,Kẹo gôm dẻo lá dứa cốt dừa,an vat,"Bột gelatin, Đường, Nước cốt lá dứa, Nước cốt dừa",dish3675,Kem chuối socola,mon kem,"Chuối chín, Bơ đậu phộng, Socola chip",0.666666667,0,0,Liên quan thấp: chỉ có tín hiệu ontology yếu hoặc gián tiếp. | Phương pháp khác nhau: Snack vs FrozenDessert
dish9294,Kẹo gôm dẻo lá dứa cốt dừa,an vat,"Bột gelatin, Đường, Nước cốt lá dứa, Nước cốt dừa",dish10700,Bánh cuốn trứng,mon cuon - tron,"Bột năng, Bột gạo, Trứng gà, Thịt heo xay, Củ sắn",1,0,0,Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Nhóm ontology liên quan (sibling): bột gelatin (OtherSeasoning) ↔ dầu ăn (OtherSeasoning); Phương pháp khác nhau: Snack vs Roll
dish9294,Kẹo gôm dẻo lá dứa cốt dừa,an vat,"Bột gelatin, Đường, Nước cốt lá dứa, Nước cốt dừa",dish1346,Bánh khoai lang yến mạch bằng nồi chiên không dầu,mon banh,"Khoai lang, Bột yến mạch, Sữa đặc, Trứng gà, Hạt lanh",0.666666667,0,1,Liên quan thấp: chỉ có tín hiệu ontology yếu hoặc gián tiếp. | Phương pháp khác nhau: Snack vs Bake
dish5894,Cá nục kho dưa chua,mon kho,"Cá nục, Dưa cải chua, Nước mắm, Ớt, Hành tím",dish5915,Cá ngừ kho dưa gang muối,mon kho,"Cá ngừ, Dưa gang muối, Hành tím, Tỏi, Ớt",1.666666667,2,2,"Liên quan tốt: nhiều tín hiệu ontology mạnh. | Chia sẻ nguyên liệu chung: hạt nêm, dầu ăn, ớt, nước màu (Jaccard=0.45); Cùng nhóm ontology 'gia vị mặn/umami': dầu ăn, nước mắm; Nhóm ontology liên quan (sibling): nước màu (OtherSeasoning) ↔ dưa gang muối (OtherSeasoning); Cùng phương pháp chế biến: Stew; Bổ trợ hương vị (NPMI=0.44): hạt nêm ↔ bột ngọt"
dish5894,Cá nục kho dưa chua,mon kho,"Cá nục, Dưa cải chua, Nước mắm, Ớt, Hành tím",dish5687,Cá diêu hồng kho dưa cải chua,mon kho,"Cá điêu hồng, Dưa cải chua, Hành tím, Tỏi, Hành lá",1.666666667,2,2,"Liên quan tốt: nhiều tín hiệu ontology mạnh. | Chia sẻ nguyên liệu chung: dầu ăn, nước màu, dưa cải chua, đường (Jaccard=0.48); Cùng nhóm ontology 'OtherSeasoning': nước màu, muối; Nhóm ontology liên quan (sibling): hạt nêm (gia vị mặn/umami) ↔ tỏi (gia vị mặn/umami); Cùng phương pháp chế biến: Stew; Bổ trợ hương vị (NPMI=0.44): hạt nêm ↔ bột ngọt"
dish5894,Cá nục kho dưa chua,mon kho,"Cá nục, Dưa cải chua, Nước mắm, Ớt, Hành tím",dish6297,Thịt kho tiêu xanh,mon kho,"Thịt ba chỉ, Tiêu xanh, Hành tím, Ớt, Nước mắm",1,0,1,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: hạt nêm, ớt, nước màu, đường (Jaccard=0.43); Cùng nhóm ontology 'OtherSeasoning': nước màu, muối; Nhóm ontology liên quan (sibling): hạt nêm (gia vị mặn/umami) ↔ đường (gia vị mặn/umami); Cùng phương pháp chế biến: Stew; Bổ trợ hương vị (NPMI=0.44): hạt nêm ↔ bột ngọt"
dish5894,Cá nục kho dưa chua,mon kho,"Cá nục, Dưa cải chua, Nước mắm, Ớt, Hành tím",dish7615,Cá lóc hấp bắp cải,mon hap,"Cá lóc, Bắp cải, Hành tím, Tỏi, Ớt",1,0,2,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: hạt nêm, dầu ăn, ớt, đường (Jaccard=0.38); Cùng nhóm ontology 'gia vị mặn/umami': muối, dầu ăn; Nhóm ontology liên quan (sibling): nước màu (OtherSeasoning) ↔ muối (OtherSeasoning); Phương pháp khác nhau: Stew vs Steam; Bổ trợ hương vị (NPMI=0.44): hạt nêm ↔ bột ngọt"
dish5894,Cá nục kho dưa chua,mon kho,"Cá nục, Dưa cải chua, Nước mắm, Ớt, Hành tím",dish0419,Canh măng chua cá nục,mon canh,"Cá nục, Măng chua, Cà chua, Rau quế, Hành lá",2,1,2,"Rất liên quan: tín hiệu ontology toàn diện và nhất quán. | Chia sẻ nguyên liệu chung: cá nục, hạt nêm, dầu ăn, ớt (Jaccard=0.38); Cùng nhóm ontology 'gia vị mặn/umami': muối, dầu ăn; Nhóm ontology liên quan (sibling): nước màu (OtherSeasoning) ↔ muối (OtherSeasoning); Phương pháp khác nhau: Stew vs Boil; Bổ trợ hương vị (NPMI=0.44): hạt nêm ↔ bột ngọt"
dish5894,Cá nục kho dưa chua,mon kho,"Cá nục, Dưa cải chua, Nước mắm, Ớt, Hành tím",dish3882,Cá lồ ồ nướng sả ớt,mon nuong,"Cá lồ ồ, Sả, Ớt, Hành tím, Dầu ăn",1,0,0,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: hạt nêm, dầu ăn, ớt, đường (Jaccard=0.27); Cùng nhóm ontology 'gia vị mặn/umami': muối, hành tím; Nhóm ontology liên quan (sibling): nước màu (OtherSeasoning) ↔ muối (OtherSeasoning); Phương pháp khác nhau: Stew vs Grill; Bổ trợ hương vị (NPMI=0.44): hạt nêm ↔ bột ngọt"
dish5894,Cá nục kho dưa chua,mon kho,"Cá nục, Dưa cải chua, Nước mắm, Ớt, Hành tím",dish6247,Thịt kho trứng không cần nước dừa,mon kho,"Thịt heo, Trứng gà, Ớt, Chanh, Hành lá",1,0,1,"Liên quan ở mức chấp nhận được: có ít nhất một tín hiệu ontology rõ ràng. | Chia sẻ nguyên liệu chung: hạt nêm, dầu ăn, ớt, đường (Jaccard=0.34); Cùng nhóm ontology 'gia vị mặn/umami': muối, dầu ăn; Nhóm ontology liên quan (sibling): nước màu (OtherSeasoning) ↔ muối (OtherSeasoning); Cùng phương pháp chế biến: Stew; Bổ trợ hương vị (NPMI=0.44): hạt nêm ↔ bột ngọt"
dish5894,Cá nục kho dưa chua,mon kho,"Cá nục, Dưa cải chua, Nước mắm, Ớt, Hành tím",dish5691,Cá diêu hồng kho lạt,mon kho,"Cá diêu hồng, Cà chua, Hành lá, Hành tím, Tỏi",1.333333333,1,2,"Khá liên quan: nhiều tín hiệu ontology trùng khớp. | Chia sẻ nguyên liệu chung: hạt nêm, dầu ăn, ớt, đường (Jaccard=0.26); Cùng nhóm ontology 'gia vị mặn/umami': muối, dầu ăn; Nhóm ontology liên quan (sibling): nước màu (OtherSeasoning) ↔ muối (OtherSeasoning); Cùng phương pháp chế biến: Stew; Bổ trợ hương vị (NPMI=0.36): ớt ↔ tỏi"
