query_id,query,query_type,classes_positive,classes_negative,cooking_method,candidate_dish_id,candidate_dish_name,candidate_category,candidate_ingredients_preview,rule_label,annotator_1,annotator_2,notes
q052,món có tiêu và sữa,multi_class,"Spicy,Milk",,,dish9751,Affogato - cà phê kem tươi,thuc uong,"Kem sữa tươi, Bột cà phê, Socola, Vani, Đường",0,0,0,
q052,món có tiêu và sữa,multi_class,"Spicy,Milk",,,dish8731,Sữa chua gạo lứt,an vat,"Gạo lứt, Sữa chua không đường",0,0,0,
q052,món có tiêu và sữa,multi_class,"Spicy,Milk",,,dish1122,bánh mì cuộn thịt bò phô mai,mon banh,"Bột mì số 13, Muối trắng, Đường, Men instant, Sữa tươi",1,0,0,
q052,món có tiêu và sữa,multi_class,"Spicy,Milk",,,dish7670,Bề bề hấp sả,mon hap,"Bề bề, Sả, Tắc, Ớt   trái, Sữa đặc",1,0,0,
q052,món có tiêu và sữa,multi_class,"Spicy,Milk",,,dish7004,Nước chấm bánh xèo,mon chien,"Nước mắm, Nước dừa tươi, Nước cốt chanh, Ớt băm, Tỏi băm",0,0,0,
q052,món có tiêu và sữa,multi_class,"Spicy,Milk",,,dish8373,Mayonnaise chay không trứng,mon goi - salad,"Sữa đậu nành không đường, Nước đậu gà, Sốt mù tạt, Muối, Nước cốt chanh",1,0,1,
q052,món có tiêu và sữa,multi_class,"Spicy,Milk",,,dish1527,Bánh bao bằng bột mì và bột nở,mon banh,"Bột mì đa dụng, Bột nở, Bột bắp, Thịt heo xay, Shortening",1,0,0,
q056,trái cây chả làm món gì,multi_class,"FreshFruit,CuredMeat",,,dish0155,Canh mướp nấu thịt bò và nấm bào ngư,mon canh,"Mướp, Thịt bò, Nấm bào ngư, Hành lá, Ngò rí",0,0,1,
q056,trái cây chả làm món gì,multi_class,"FreshFruit,CuredMeat",,,dish7626,Xôi hoa đậu biếc hạt sen,mon hap,"Gạo nếp, Hạt sen, Hoa đậu biếc, Cánh hoa sen, Ruốc",0,0,0,
q056,trái cây chả làm món gì,multi_class,"FreshFruit,CuredMeat",,,dish7700,Chả ốc hấp lá chuối,mon hap,"Ốc nhồi, Giò sống, Thịt xay, Nấm hương khô, Nấm mộc nhĩ",1,0,0,
q056,trái cây chả làm món gì,multi_class,"FreshFruit,CuredMeat",,,dish1206,Bánh flan sữa chua,mon banh,"Trứng gà, Sữa đặc, Sữa tươi không đường, Sữa chua không đường, Đường",0,0,0,
q056,trái cây chả làm món gì,multi_class,"FreshFruit,CuredMeat",,,dish10414,Sữa chua trứng gà bằng nồi chiên không dầu,mon trang mieng,"Sữa chua cái, Trứng gà, Sữa tươi không đường, Sữa đặc, Bột vani",0,0,0,
q056,trái cây chả làm món gì,multi_class,"FreshFruit,CuredMeat",,,dish10609,Nộm hoa ban,mon cuon - tron,"Hoa ban tươi, Măng tươi, Thịt ba chỉ luộc, Thịt trâu gác bếp, Rau thơm",1,0,1,
q056,trái cây chả làm món gì,multi_class,"FreshFruit,CuredMeat",,,dish10661,Bánh tráng trộn Tây Ninh,mon cuon - tron,"Bánh tráng, Khô mực, Khô bò, Xoài xanh, Rau răm",1,0,1,
q056,trái cây chả làm món gì,multi_class,"FreshFruit,CuredMeat",,,dish8347,Gỏi xoài cá trê kiểu Thái,mon goi - salad,"Cá trê, Xoài keo xanh, Cà rốt, Chanh, Ớt sừng",1,0,1,
q056,trái cây chả làm món gì,multi_class,"FreshFruit,CuredMeat",,,dish9455,Mứt củ đậu - củ sắn,ngay le tet,"Củ đậu, Vôi ăn trầu, Đường, Muối, Vani",0,0,0,
q056,trái cây chả làm món gì,multi_class,"FreshFruit,CuredMeat",,,dish4845,Bắp bò sốt pate chấm muối ớt tắc,mon xao,"Bắp bò, Hành tím, Gừng, Pate gan heo, Bột năng",1,0,0,
q064,món nội tạng kết hợp rau thơm,multi_class,"Offal,Herb",,,dish9228,Chả cá bọc trứng muối và chả cá bọc trứng bắc thảo,an vat,"Chả cá, Giò sống, Thịt heo xay, Trứng bắc thảo, Lòng đỏ trứng muối",0,0,0,
q064,món nội tạng kết hợp rau thơm,multi_class,"Offal,Herb",,,dish10164,Trà sữa socola trân châu,tra sua,"Trà bá tước, Bột cacao, Socola chip đen, Trân châu, Sữa tươi không đường",0,0,0,
q064,món nội tạng kết hợp rau thơm,multi_class,"Offal,Herb",,,dish7704,Dồi heo luộc,mon hap,"Lòng già, Cuống họng heo, Phổi heo, Mỡ heo, Tiết heo",1,0,0,
q064,món nội tạng kết hợp rau thơm,multi_class,"Offal,Herb",,,dish0133,Canh khoai mỡ nấu cá rô,mon canh,"Cá rô đồng, Khoai mỡ, Hành lá, Ngò rí, Nước mắm",0,0,0,
q064,món nội tạng kết hợp rau thơm,multi_class,"Offal,Herb",,,dish5040,Vẹm xanh áp chảo,mon xao,"Vẹm xanh tươi, Dầu oliu, Lá bạc hà, Tỏi băm nhuyễn, Húng quế",0,0,0,
q064,món nội tạng kết hợp rau thơm,multi_class,"Offal,Herb",,,dish5509,Gan heo xào giá hẹ,mon xao,"Gan heo, Giá, Hẹ, Dầu hào, Đường",1,1,1,
q064,món nội tạng kết hợp rau thơm,multi_class,"Offal,Herb",,,dish8805,Bắp rang bơ vị caramel,an vat,"Bắp, Đường cát, Bơ lạt, Dầu ăn, Bột vani sugar",0,0,0,
q064,món nội tạng kết hợp rau thơm,multi_class,"Offal,Herb",,,dish3309,Bánh canh Trảng Bàng Tây Ninh,mon nuoc,"Thịt giò heo, Xương ống, Giò heo, Bánh canh, Gừng",1,0,0,
q064,món nội tạng kết hợp rau thơm,multi_class,"Offal,Herb",,,dish4472,Chim bồ câu xào rau răm,mon xao,"Chim bồ câu đã sơ chế, Rau răm, Hành lá, Sả cây, Bột nghệ",1,0,0,
q064,món nội tạng kết hợp rau thơm,multi_class,"Offal,Herb",,,dish8953,Pate gan,an vat,"Gan heo, Thịt heo xay, Mỡ heo, Bánh mì sandwich, Sữa tươi",1,0,0,
q065,giò nấu với thịt bò,multi_class,"CuredMeat,Meat",,,dish1538,Bánh melonpan hình con rùa,mon banh,"Bột bánh mì, Bột mì đa dụng, Đường bột, Men khô instant, Bơ lạt",0,0,0,
q065,giò nấu với thịt bò,multi_class,"CuredMeat,Meat",,,dish4954,Giò thủ kiểu Bắc,mon xao,"Thịt giò heo, Lưỡi heo, Tai heo, Mũi heo, Nấm mèo",1,0,0,
q065,giò nấu với thịt bò,multi_class,"CuredMeat,Meat",,,dish7105,Chả cá basa sốt cà chua,mon chien,"Chả cá basa, Cà chua, Hành tím, Hành lá, Tỏi",0,0,0,
q065,giò nấu với thịt bò,multi_class,"CuredMeat,Meat",,,dish4237,Sốt cranberry,mon nuong,"Quả nam việt quất, Đường",0,0,0,
q065,giò nấu với thịt bò,multi_class,"CuredMeat,Meat",,,dish0849,Bánh trung thu nhân đậu đỏ,mon banh,"Đậu đỏ, Bột mì số 8, Đường tán, Nước đường làm bánh trung thu, Dầu đậu phộng",0,0,0,
q065,giò nấu với thịt bò,multi_class,"CuredMeat,Meat",,,dish7488,Da heo lắc,mon chien,"Da heo, Gừng, Muối, Hạt nêm, Giấm trắng",1,0,0,
q065,giò nấu với thịt bò,multi_class,"CuredMeat,Meat",,,dish3758,Dồi trường nướng,mon nuong,"Dồi trường, Thịt ba chỉ heo, Rau thơm, Gừng, Chanh",1,0,0,
q065,giò nấu với thịt bò,multi_class,"CuredMeat,Meat",,,dish10643,Bánh đa cá trộn,mon cuon - tron,"Bánh đa cua, Bột chiên giòn, Cá diêu hồng, Chả cá, Cà rốt",0,0,0,
q065,giò nấu với thịt bò,multi_class,"CuredMeat,Meat",,,dish3812,Hồ lô nướng,mon nuong,"Ruột heo, Thịt heo xay, Giò sống, Xôi nếp, Tỏi",1,0,1,
q065,giò nấu với thịt bò,multi_class,"CuredMeat,Meat",,,dish10645,Bánh tráng gạo lứt cuốn ức gà và rau củ,mon cuon - tron,"Bánh tráng gạo lứt, Ức gà, Trứng gà, Bơ, Bắp cải tím",1,0,0,
q083,gạo hải sản làm món gì,multi_class,"Grain,Seafood",,,dish3348,Ochazhuke trà xanh,mon nuoc,"Cá hồi, Hành lá, Rong biển cắt sợi, Tương miso, Tỏi",1,0,0,
q083,gạo hải sản làm món gì,multi_class,"Grain,Seafood",,,dish1434,Bánh đùm,mon banh,"Bột gạo, Bột năng, Bột nếp, Tinh bột khoai tây, Muối",1,0,0,
q083,gạo hải sản làm món gì,multi_class,"Grain,Seafood",,,dish0132,Súp đậu đỏ,mon canh,"Đậu đỏ, Đậu hũ non, Chả cá chay, Cà rốt, Bông cải",1,0,0,
q083,gạo hải sản làm món gì,multi_class,"Grain,Seafood",,,dish9670,Cheese ball nhân phô mai con bò cười,thuc uong,"Gelatin bột, Sữa tươi không đường, Đường trắng, Whipping cream, Phô mai con bò cười",0,0,0,
q083,gạo hải sản làm món gì,multi_class,"Grain,Seafood",,,dish9062,Xúc xích bạch tuộc lắc phô mai,an vat,"Xúc xích tươi, Bột phô mai",0,0,0,
q083,gạo hải sản làm món gì,multi_class,"Grain,Seafood",,,dish6117,Vịt kho rau củ,mon kho,"Thịt vịt, Cải trắng, Cà rốt, Hành lá, Nước dừa",0,0,0,
q083,gạo hải sản làm món gì,multi_class,"Grain,Seafood",,,dish7858,Lẩu cá mú măng chua,mon lau,"Cá bống mú, Măng chua, Nấm rơm, Thơm, Cà chua",1,0,0,
q083,gạo hải sản làm món gì,multi_class,"Grain,Seafood",,,dish9178,Mứt thơm nguyên miếng,an vat,"Thơm vừa chín tới, Đường, Phèn chua",0,0,0,
q083,gạo hải sản làm món gì,multi_class,"Grain,Seafood",,,dish0600,Canh cua tôm chua,mon canh,"Bún tươi, Cua đồng, Tôm tươi, Trứng gà, Đậu hũ",0,1,1,
q083,gạo hải sản làm món gì,multi_class,"Grain,Seafood",,,dish1822,Bánh yến mạch,mon banh,"Cà rốt, Tôm, Hành lá, Lòng đỏ trứng gà, Yến mạch cán dẹt",1,0,0,
q089,phô mai mozzarella cơm làm món gì,multi_class,"Cheese,Grain",,,dish2212,Bánh tart việt quất từ granola,mon banh,"Cream cheese, Heavy cream, Lòng trắng trứng gà, Quả việt quất, Quả óc chó",1,0,0,
q089,phô mai mozzarella cơm làm món gì,multi_class,"Cheese,Grain",,,dish7719,Cơm thịt bò viên,mon hap,"Thịt bò xay nhỏ, Gạo, Hành tây, Cà rốt, Khoai tây",1,0,0,
q089,phô mai mozzarella cơm làm món gì,multi_class,"Cheese,Grain",,,dish2435,Bánh gạo nướng bibingka,mon banh,"Trứng gà, Nước cốt dừa, Bơ lạt đun chảy, Bột nếp, Bột gạo",1,0,0,
q089,phô mai mozzarella cơm làm món gì,multi_class,"Cheese,Grain",,,dish0407,Canh sake hầm xương,mon canh,"Sake, Xương heo, Hành lá, Ngò rí, Tỏi băm",0,0,0,
q089,phô mai mozzarella cơm làm món gì,multi_class,"Cheese,Grain",,,dish1530,Bánh quy không cần bơ,mon banh,"Yến mạch, Bột cacao, Bột matcha, Chuối, Dừa nạo",1,0,0,
q089,phô mai mozzarella cơm làm món gì,multi_class,"Cheese,Grain",,,dish6780,Khoai tây chiên bột mì và bột năng,mon chien,"Khoai tây, Bột mì, Bột năng, Dầu ăn, Mè trắng",0,0,0,
q089,phô mai mozzarella cơm làm món gì,multi_class,"Cheese,Grain",,,dish2919,Bánh mousse socola,mon banh,"Sữa tươi, Kem béo, Bột gelatin, Bột bắp, Bột cacao",0,0,1,
q089,phô mai mozzarella cơm làm món gì,multi_class,"Cheese,Grain",,,dish2680,Bánh đúc nộm,mon banh,"Bánh đúc, Nước mắm chay, Đường, Nước cốt tắc, Lạc rang giã nhỏ",0,0,0,
q089,phô mai mozzarella cơm làm món gì,multi_class,"Cheese,Grain",,,dish3899,Vịt nướng lá mắc mật,mon nuong,"Vịt, Lá mắc mật, Trái mắc mật, Gừng, Tỏi",0,0,0,
q089,phô mai mozzarella cơm làm món gì,multi_class,"Cheese,Grain",,,dish5455,Tôm hùm sốt bơ tỏi kèm risotto,mon xao,"Tôm hùm, Gạo Arborio, Bơ lạt, Phô mai Parmesan, Hành tây",1,0,1,
q100,món lòng kết hợp mắm,multi_class,"Offal,SaltyUmami",,,dish3471,Bún bắp bò,mon nuoc,"Xương ống bò, Bắp bò, Nạm bò, Chả quết bò, Bún",1,0,0,
q100,món lòng kết hợp mắm,multi_class,"Offal,SaltyUmami",,,dish3858,Thịt ba chỉ nướng chao,mon nuong,"Chao, Nước chao, Sa tế, Đường, Sữa tươi không đường",0,0,0,
q100,món lòng kết hợp mắm,multi_class,"Offal,SaltyUmami",,,dish0413,Canh củ cải muối (xá bấu),mon canh,"Củ cải muối, Xương cổ heo, Tỏi băm, Hành lá, Dầu ăn",1,0,0,
q100,món lòng kết hợp mắm,multi_class,"Offal,SaltyUmami",,,dish7873,Lẩu xí quách,mon lau,"Xương bò, Bắp Mỹ, Củ cải trắng, Cà rốt, Hành lá",0,0,0,
q100,món lòng kết hợp mắm,multi_class,"Offal,SaltyUmami",,,dish3776,Chả ếch cuộn lá lốt nướng,mon nuong,"Ếch, Lá lốt, Hành phi khô, Sả, Ớt hiểm",0,0,0,
q100,món lòng kết hợp mắm,multi_class,"Offal,SaltyUmami",,,dish5212,Đậu que xào tỏi,mon xao,"Đậu que, Tỏi, Dầu ăn, Tiêu xay, Hạt nêm",0,0,0,
q100,món lòng kết hợp mắm,multi_class,"Offal,SaltyUmami",,,dish5518,Mướp Nhật xào lòng non,mon xao,"Lòng heo non, Mướp Nhật, Hành lá, Ngò gai, Ớt sừng",1,1,1,
q100,món lòng kết hợp mắm,multi_class,"Offal,SaltyUmami",,,dish5993,Nấm kho quẹt,mon kho,"Nấm hoàng đế, Gừng, Tỏi, Ớt tươi, Hành lá",0,0,0,
q100,món lòng kết hợp mắm,multi_class,"Offal,SaltyUmami",,,dish3531,Súp bánh phồng tôm hải sản,mon nuoc,"Tôm sú, Mực ống làm sạch, Tôm khô, Mực khô, Trứng gà ta",1,0,0,
q100,món lòng kết hợp mắm,multi_class,"Offal,SaltyUmami",,,dish5011,Lòng heo xào cải chua (dưa cải),mon xao,"Lòng non heo, Dưa cải muối chua, Hành tím, Gừng, Ớt",1,1,1,
q086,gợi ý món hải sản ăn kèm lòng,multi_class,"Seafood,Offal",,,dish4415,Cá lăng xào,mon xao,"Cá lăng, Mộc nhĩ khô, Rau thơm, Dầu ăn, Mì chính",0,0,0,
q086,gợi ý món hải sản ăn kèm lòng,multi_class,"Seafood,Offal",,,dish1779,Bánh nậm không cần lá chuối,mon banh,"Tôm, Thịt heo, Bột gạo, Bột năng, Chanh",1,0,0,
q086,gợi ý món hải sản ăn kèm lòng,multi_class,"Seafood,Offal",,,dish0633,Canh cá hường nấu ngót,mon canh,"Cá hường, Cà chua, Dứa, Hành lá, Ngò rí",0,0,0,
q086,gợi ý món hải sản ăn kèm lòng,multi_class,"Seafood,Offal",,,dish7828,Lẩu cua đồng,mon lau,"Cua đồng, Xương ống, Thịt bò, Đậu hũ, Bún tươi",1,0,0,
q086,gợi ý món hải sản ăn kèm lòng,multi_class,"Seafood,Offal",,,dish0183,Cá chim biển nấu canh chua,mon canh,"Cá chim biển, Măng chua, Đậu bắp, Cà chua, Thơm",1,0,0,
q086,gợi ý món hải sản ăn kèm lòng,multi_class,"Seafood,Offal",,,dish3344,Bánh canh bánh tráng,mon nuoc,"Dầu màu điều, Hành/tỏi băm, Tôm, Cà rốt, Bánh tráng",1,0,0,
q086,gợi ý món hải sản ăn kèm lòng,multi_class,"Seafood,Offal",,,dish9609,Sinh tố dừa,thuc uong,"Dừa tươi, Sữa tươi có đường, Sữa đặc, Đường, Đá viên",0,0,0,
q086,gợi ý món hải sản ăn kèm lòng,multi_class,"Seafood,Offal",,,dish4343,Sốt ướp thịt nướng,mon nuong,"Thịt heo, Cánh gà, Mật ong, Đầu hành lá, Nước màu",0,0,0,
q086,gợi ý món hải sản ăn kèm lòng,multi_class,"Seafood,Offal",,,dish2942,Bánh kếp yến mạch,mon banh,"Yến mạch, Bột mì, Chuối, Trứng, Mật ong",0,0,0,
q086,gợi ý món hải sản ăn kèm lòng,multi_class,"Seafood,Offal",,,dish5363,Phở xào tim gà,mon xao,"Bánh phở, Tim gà, Nấm hải sản, Cà rốt, Hành tây",1,0,0,
q063,trứng trái cây làm món gì,multi_class,"Egg,FreshFruit",,,dish9235,Kẹo đường trong Squid Game,an vat,"Đường cát trắng, Baking soda",0,0,0,
q063,trứng trái cây làm món gì,multi_class,"Egg,FreshFruit",,,dish7447,Gà rán bằng nồi chiên không dầu,mon chien,"Cái Đùi à, Bột chiên xù, Bột chiên giòn, Sữa tươi, Trứng gà",0,0,0,
q063,trứng trái cây làm món gì,multi_class,"Egg,FreshFruit",,,dish2583,Bánh dứa chiên giòn,mon banh,"Dứa, Trứng gà, Bột bắp, Bột chiên xù",1,0,1,
q063,trứng trái cây làm món gì,multi_class,"Egg,FreshFruit",,,dish0091,Súp tôm thịt trứng cút,mon canh,"Thịt heo, Tôm, Trứng cút, Trứng gà, Nấm mèo",1,1,0,
q063,trứng trái cây làm món gì,multi_class,"Egg,FreshFruit",,,dish7050,Cá hồi sốt dầu hào,mon chien,"Cá hồi, Cải thìa, Dầu hào, Trứng gà, Mè rang",1,0,0,
q063,trứng trái cây làm món gì,multi_class,"Egg,FreshFruit",,,dish1848,Bánh bông lan chuối bằng nồi cơm điện,mon banh,"Chuối chín, Bột mì số 8, Baking soda, Bơ lạt, Trứng gà",1,0,0,
q063,trứng trái cây làm món gì,multi_class,"Egg,FreshFruit",,,dish3529,Mì ramen dưa hấu lạnh,mon nuoc,"Dưa hấu, Tôm, Mì ramen matcha, Cải xoong, Hạt vừng rang",0,0,0,
q063,trứng trái cây làm món gì,multi_class,"Egg,FreshFruit",,,dish6297,Thịt kho tiêu xanh,mon kho,"Thịt ba chỉ, Tiêu xanh, Hành tím, Ớt, Nước mắm",0,0,0,
q063,trứng trái cây làm món gì,multi_class,"Egg,FreshFruit",,,dish8929,Mứt dưa lưới,an vat,"Dưa lưới, Nước cốt chanh, Đường cát trắng, Nước lọc",0,0,0,
q063,trứng trái cây làm món gì,multi_class,"Egg,FreshFruit",,,dish0994,Bánh mì hạt óc chó chà là,mon banh,"Bột mì đa dụng, Quả óc chó, Quả chà là, Trứng gà, Sữa tươi không đường",1,0,1,
q085,gợi ý món tôm cua cá ăn kèm phở,multi_class,"Seafood,Noodle",,,dish2855,Bánh bông lan Cupcake Đài Loan,mon banh,"Cake flour, Baking powder, Trứng gà, Bơ lạt, Sữa tươi không đường",0,0,0,
q085,gợi ý món tôm cua cá ăn kèm phở,multi_class,"Seafood,Noodle",,,dish9582,Sinh tố dứa (thơm),thuc uong,"Dứa, Sữa đặc, Sữa tươi không đường, Đá viên, Đường",0,0,0,
q085,gợi ý món tôm cua cá ăn kèm phở,multi_class,"Seafood,Noodle",,,dish7077,Trứng cút sốt cà,mon chien,"Trứng cút, Cà chua, Tương cà, Hành tây, Nước tương",0,0,0,
q085,gợi ý món tôm cua cá ăn kèm phở,multi_class,"Seafood,Noodle",,,dish3361,Bún riêu ghẹ,mon nuoc,"Ghẹ, Thịt heo, Trứng gà, Trứng vịt, Trứng cút",1,1,1,
q085,gợi ý món tôm cua cá ăn kèm phở,multi_class,"Seafood,Noodle",,,dish7743,Cách nấu lẩu cá thác lác chua cay,mon lau,"Chả cá thác lác sống, Thơm, Cà chua, Tàu hủ, Rau xà lách xoong",1,1,0,
q085,gợi ý món tôm cua cá ăn kèm phở,multi_class,"Seafood,Noodle",,,dish10342,Chè khúc bạch không dùng whipping cream,mon trang mieng,"Sữa tươi không đường, Bột rau câu dẻo, Bột gelatin, Bột matcha, Hoa đậu biếc khô",0,0,0,
q085,gợi ý món tôm cua cá ăn kèm phở,multi_class,"Seafood,Noodle",,,dish5369,Phở áp chảo tôm,mon xao,"Bánh phở khô, Tôm tươi, Trứng, Hành tây, Giá đỗ",1,1,1,
q085,gợi ý món tôm cua cá ăn kèm phở,multi_class,"Seafood,Noodle",,,dish5645,Ba ba om chuối đậu,mon kho,"Ba ba, Thịt ba chỉ, Đậu hũ chiên, Chuối già, Rau ăn kèm",1,0,0,
q085,gợi ý món tôm cua cá ăn kèm phở,multi_class,"Seafood,Noodle",,,dish6384,Sốt Tonkatsu truyền thống,mon chien,"Sốt Worcestershire, Tương cà, Nước tương, Đường nâu, Hạt mè trắng rang",0,0,0,
q085,gợi ý món tôm cua cá ăn kèm phở,multi_class,"Seafood,Noodle",,,dish3463,Bún đỏ Buôn Ma Thuột,mon nuoc,"Thịt ba rọi, Xương sườn heo, Bún tươi, Da heo, Cà chua",1,0,0,
q077,thực đơn chả và nấm hương,multi_class,"CuredMeat,Mushroom",,,dish3150,Cốn sủi,mon nuoc,"Bánh phở, Tôm, Thịt ba chỉ lợn, Khoai lang, Mì tôm",1,0,0,
q077,thực đơn chả và nấm hương,multi_class,"CuredMeat,Mushroom",,,dish7585,Xôi thập cẩm chay gói lá sen,mon hap,"Gạo nếp, Nấm mèo, Nấm đông cô, Cà rốt, Hạt sen",1,0,0,
q077,thực đơn chả và nấm hương,multi_class,"CuredMeat,Mushroom",,,dish6914,Chả giò túi tiền,mon chien,"Nạc dăm xay, Giò sống, Cà rốt, Hành tây, Đầu hành",1,0,0,
q077,thực đơn chả và nấm hương,multi_class,"CuredMeat,Mushroom",,,dish4698,Nấm đùi gà xào thịt bò,mon xao,"Nấm đùi gà, Thịt bò, Hành tây, Hành lá, Tỏi băm",0,0,0,
q077,thực đơn chả và nấm hương,multi_class,"CuredMeat,Mushroom",,,dish8404,Súp gà ngô nấm,mon tu ga,"Đùi gà, Nấm đùi gà, Bắp Mỹ, Chả lụa, Cà rốt",1,1,0,
q077,thực đơn chả và nấm hương,multi_class,"CuredMeat,Mushroom",,,dish1406,Bánh hòn dừa,mon banh,"Dừa già, Bột năng",0,0,0,
q077,thực đơn chả và nấm hương,multi_class,"CuredMeat,Mushroom",,,dish2804,Bánh bông lan bí đỏ không cần lò nướng,mon banh,"Bí đỏ, Bột mì đa dụng, Sữa tươi, Nước, Đường trắng",0,0,0,
q077,thực đơn chả và nấm hương,multi_class,"CuredMeat,Mushroom",,,dish6355,Chả giò Quảng Đông,mon chien,"Thịt heo xay, Giò sống, Tôm thẻ hoặc tôm sú, Củ năng, Nấm đông cô",1,1,1,
q077,thực đơn chả và nấm hương,multi_class,"CuredMeat,Mushroom",,,dish7831,Lẩu mực nấu chao,mon lau,"Mực ống, Thịt bò, Chao, Sả, Cà rốt",0,0,0,
q077,thực đơn chả và nấm hương,multi_class,"CuredMeat,Mushroom",,,dish8536,Gà hấp muối bằng nồi cơm điện,mon tu ga,"Gà, Muối hạt, Lá chanh, Sả, Ớt hiểm xanh",0,0,0,
q097,món có chanh và thịt bò,multi_class,"SourSeasoning,Meat",,,dish5971,Mực nhồi thịt sốt me,mon kho,"Mực ống, Thịt heo xay, Hành tây, Cà rốt, Hành lá",1,0,0,
q097,món có chanh và thịt bò,multi_class,"SourSeasoning,Meat",,,dish6584,Tôm chiên xù,mon chien,"Tôm tươi, Trứng gà, Bột chiên giòn, Bột chiên xù, Dầu ăn",0,0,0,
q097,món có chanh và thịt bò,multi_class,"SourSeasoning,Meat",,,dish3289,Hủ tiếu bò kho chay,mon nuoc,"Hủ tiếu khô, Nấm rơm, Đậu hũ chiên, Cà rốt, Sắn",0,0,0,
q097,món có chanh và thịt bò,multi_class,"SourSeasoning,Meat",,,dish2931,Bánh vỏ sò madeleine,mon banh,"G Trứng nguyên, Đường, Muối, Hương vani, Bột mì Cake Flour hoặc bột mì số 8",1,0,0,
q097,món có chanh và thịt bò,multi_class,"SourSeasoning,Meat",,,dish0549,Canh chua ếch lá giang,mon canh,"Thịt đùi ếch, Lá giang, Cà chua, Ớt sừng, Rau thơm",1,0,0,
q097,món có chanh và thịt bò,multi_class,"SourSeasoning,Meat",,,dish7837,Lẩu cua bầu,mon lau,"Cua gạch, Bầu, Nước xương hầm, Nấm kim châm, Hành tím",0,0,0,
q097,món có chanh và thịt bò,multi_class,"SourSeasoning,Meat",,,dish1356,Bánh Hamburger nhân phô mai thịt,mon banh,"Bột mì số 11, Thịt bò xay, Men khô, Sữa tươi, Tỏi băm",1,0,0,
q097,món có chanh và thịt bò,multi_class,"SourSeasoning,Meat",,,dish8674,Phá lấu bò bằng nồi áp suất,mon tu bo,"Lòng bò, Nước cốt dừa, Nước dừa, Rượu trắng, Tỏi",1,0,0,
q097,món có chanh và thịt bò,multi_class,"SourSeasoning,Meat",,,dish7120,Thịt tẩm bột chiên xù,mon chien,"Thịt nạc heo, Trứng gà, Bột tẩm khô chiên giòn, Bột chiên xù, Dầu ăn",0,0,0,
q097,món có chanh và thịt bò,multi_class,"SourSeasoning,Meat",,,dish9937,Trân châu từ bột nếp,thuc uong,"Bột năng, Bột nếp, Bột cacao nguyên chất, Đường cát trắng, Nước sôi",0,0,0,
q079,món ngon từ bột và trứng,multi_class,"Flour,Egg",,,dish1654,Bánh mì cadé bằng trứng vịt,mon banh,"Bột mì số 13, Sữa tươi không đường, Bơ lạt, Men ngọt, Trứng gà",1,1,1,
q079,món ngon từ bột và trứng,multi_class,"Flour,Egg",,,dish3376,Mì trứng cà chua,mon nuoc,"Cà chua, Trứng, Mì trứng, Hành lá, Tương cà",1,1,0,
q079,món ngon từ bột và trứng,multi_class,"Flour,Egg",,,dish2890,Bánh Crepe cầu vòng,mon banh,"Trứng gà, Sữa tươi không đường, Muối, Vani, Bột mì số 8",1,1,1,
q079,món ngon từ bột và trứng,multi_class,"Flour,Egg",,,dish8787,Cóc lắc muối Tây Ninh,an vat,"Cóc bao tử, Đường trắng, Muối Tây Ninh, Ớt bột, Muối hạt",0,0,0,
q079,món ngon từ bột và trứng,multi_class,"Flour,Egg",,,dish6492,Bột chiên từ cơm nguội và gạo,mon chien,"Gạo, Cơm nguội, Bột năng, Trứng, Hành lá",1,1,1,
q079,món ngon từ bột và trứng,multi_class,"Flour,Egg",,,dish0993,Bánh bông lan chiffon trà xanh,mon banh,"Bột mì số 8, Bột trà xanh, Lòng đỏ trứng gà, Sữa tươi không đường, Vani",1,1,1,
q079,món ngon từ bột và trứng,multi_class,"Flour,Egg",,,dish2974,bánh tét nhân chuối,mon banh,"Nếp, Đậu đỏ hoặc đậu đen tuỳ thích, Nước cốt dừa, Chuối sứ chín muồi, Các Sợi lạt để ói bánh",0,0,0,
q079,món ngon từ bột và trứng,multi_class,"Flour,Egg",,,dish5192,Bao tử heo xào sả ớt,mon xao,"Bao tử heo, Sả, Ớt hiểm, Tỏi băm, Hành tím băm",0,0,0,
q079,món ngon từ bột và trứng,multi_class,"Flour,Egg",,,dish8928,Tai heo cuốn bánh tráng,an vat,"Bánh tráng, Tai heo, Sả, Gừng, Hành tím",0,0,0,
q079,món ngon từ bột và trứng,multi_class,"Flour,Egg",,,dish3239,Bún cá diêu hồng,mon nuoc,"Bún tươi, Cá điêu hồng, Xương gà, Cà chua, Hành tím",0,0,0,
q138,gợi ý món thảo mộc không chứa ớt,negation,Herb,Spicy,,dish9426,Thịt đông chân giò,ngay le tet,"Thịt chân giò, Da heo, Hành tây, Hành tím, Nấm hương",0,1,1,
q138,gợi ý món thảo mộc không chứa ớt,negation,Herb,Spicy,,dish3093,Chè đậu trắng bằng nồi cơm điện,mon che,"Đậu trắng, Gạo nếp, Nước cốt dừa, Đường cát trắng, Muối",1,0,0,
q138,gợi ý món thảo mộc không chứa ớt,negation,Herb,Spicy,,dish4890,Thịt heo xào kim chi,mon xao,"Thịt ba chỉ, Kim chi, Hành tây, Hành tím, Tỏi",1,0,1,
