anchor_dish_id,anchor_dish_name,anchor_category,anchor_ingredients_preview,candidate_dish_id,candidate_dish_name,candidate_category,candidate_ingredients_preview,llm_mean_score,annotator_1,annotator_2,notes
dish7546,Gà hấp lá chúc,mon hap,"Gà, Lá chúc, Hành tím, Tỏi, Sả",dish2555,Bánh bao chay trà xanh,mon banh,"Bột mì đa dụng, Men nở instant, Đường, Sữa tươi, Bột trà xanh",0.333,0,0,
dish7546,Gà hấp lá chúc,mon hap,"Gà, Lá chúc, Hành tím, Tỏi, Sả",dish4212,Chim cút quay lá móc mật,mon nuong,"Chim cút, Lá móc mật, Hành khô, Tỏi, Dầu hào",1,0,1,
dish8693,Chao thúi - chao chùa,mon chay,"Đậu hũ tươi, Nước cơm, Rượu trắng, Muối, Tiêu",dish8710,Đậu hũ chiên xù sốt xí muội,mon chay,"Đậu hủ non, Nấm đùi gà, Hành boa rô, Ớt hiểm, Bột chiên xù",1,1,1,
dish8693,Chao thúi - chao chùa,mon chay,"Đậu hũ tươi, Nước cơm, Rượu trắng, Muối, Tiêu",dish8906,Trứng cút muối,an vat,"Trứng cút, Rượu trắng, Muối",1,0,0,
dish8693,Chao thúi - chao chùa,mon chay,"Đậu hũ tươi, Nước cơm, Rượu trắng, Muối, Tiêu",dish5392,Chà bông (ruốc) cá ngừ,mon xao,"Cá ngừ, Nước mắm, Sả, Gừng, Tiêu",1,0,0,
dish8693,Chao thúi - chao chùa,mon chay,"Đậu hũ tươi, Nước cơm, Rượu trắng, Muối, Tiêu",dish0592,Canh chả cá nấu mướp,mon canh,"Mướp hương, Chả cá, Hành tăm, Rau bồ ngót, Muối",1,0,0,
dish8693,Chao thúi - chao chùa,mon chay,"Đậu hũ tươi, Nước cơm, Rượu trắng, Muối, Tiêu",dish2366,Pudding trà xanh socola phân tầng,mon banh,"Sữa tươi không đường, Whipping cream, Socola đen, Socola trắng, Gelatin lá",0,0,0,
dish8693,Chao thúi - chao chùa,mon chay,"Đậu hũ tươi, Nước cơm, Rượu trắng, Muối, Tiêu",dish8715,Gà nấu đậu chay,mon chay,"Đùi gà chay, Cà rốt, Nấm rơm, Đậu gà, Nấm đông cô khô",1,0,1,
dish10584,Bắp bò ngâm rau tiến vua,mon kho - mam,"Rau tiến vua, Bắp bò, Sả, Gừng, Tỏi",dish4842,Nấm xào trứng,mon xao,"Nấm hải sản, Trứng gà, Tỏi, Dầu ăn, Muối",1,0,0,
dish10584,Bắp bò ngâm rau tiến vua,mon kho - mam,"Rau tiến vua, Bắp bò, Sả, Gừng, Tỏi",dish10555,Mắm cá chốt trộn đu đủ,mon kho - mam,"Mắm chốt, Đu đủ, Muối hột, Nước, Đường",1,0,0,
dish10584,Bắp bò ngâm rau tiến vua,mon kho - mam,"Rau tiến vua, Bắp bò, Sả, Gừng, Tỏi",dish4500,Càng ghẹ rang me,mon xao,"Càng ghẹ, Nước cốt me, Gừng, Tỏi, Ớt",1,0,0,
dish10584,Bắp bò ngâm rau tiến vua,mon kho - mam,"Rau tiến vua, Bắp bò, Sả, Gừng, Tỏi",dish4863,Ghẹ xào sa tế,mon xao,"Ghẹ, Hành lá, Sa tế, Nước cốt chanh, Tỏi",1,0,0,
dish10584,Bắp bò ngâm rau tiến vua,mon kho - mam,"Rau tiến vua, Bắp bò, Sả, Gừng, Tỏi",dish9752,Nước ép cà chua,thuc uong,"Cà chua, Đường, Đá viên, Muối",0.333,0,0,
dish10584,Bắp bò ngâm rau tiến vua,mon kho - mam,"Rau tiến vua, Bắp bò, Sả, Gừng, Tỏi",dish5306,Thịt trâu xào cần tây,mon xao,"Thịt trâu, Cần tây, Gừng, Tỏi, Ớt sừng",1,0,1,
dish10674,Bánh cuốn nhân thịt bằng bánh tráng,mon cuon - tron,"Bánh tráng thanh long, Thịt heo, Nấm mèo, Hành tây, Chả lụa",dish10700,Bánh cuốn trứng,mon cuon - tron,"Bột năng, Bột gạo, Trứng gà, Thịt heo xay, Củ sắn",1.667,2,1,
dish10674,Bánh cuốn nhân thịt bằng bánh tráng,mon cuon - tron,"Bánh tráng thanh long, Thịt heo, Nấm mèo, Hành tây, Chả lụa",dish10730,Bắp cải cuộn sốt nấm hương,mon cuon - tron,"Bắp cải, Nấm hương khô, Nấm rơm, Cà rốt, Su hào",1,0,0,
dish10674,Bánh cuốn nhân thịt bằng bánh tráng,mon cuon - tron,"Bánh tráng thanh long, Thịt heo, Nấm mèo, Hành tây, Chả lụa",dish8009,Gỏi khổ qua tôm thịt,mon goi - salad,"Khổ qua Nhật, Thịt heo, Tôm khô, Cà rốt, Hành tây",1,0,0,
dish10674,Bánh cuốn nhân thịt bằng bánh tráng,mon cuon - tron,"Bánh tráng thanh long, Thịt heo, Nấm mèo, Hành tây, Chả lụa",dish10599,Mít trộn chay Đà Nẵng,mon cuon - tron,"Mít non, Đậu phộng, Rau răm, Ngò gai, Chanh",1,0,0,
dish10674,Bánh cuốn nhân thịt bằng bánh tráng,mon cuon - tron,"Bánh tráng thanh long, Thịt heo, Nấm mèo, Hành tây, Chả lụa",dish7174,Thịt heo chiên tỏi ớt,mon chien,"Thịt heo, Tỏi, Ớt, Cà chua, Dầu ăn",1,0,0,
dish10674,Bánh cuốn nhân thịt bằng bánh tráng,mon cuon - tron,"Bánh tráng thanh long, Thịt heo, Nấm mèo, Hành tây, Chả lụa",dish2771,bánh bông lan bằng chảo chống dính,mon banh,"Trứng gà, Bột mì, Bột bắp, Đường, Dầu ăn",0.333,0,0,
dish3088,Chè khoai môn nếp,mon che,"Khoai môn, Lá dứa, Nếp ngỗng, Nước cốt dừa dão, Nước cốt dừa",dish3081,Chè khoai môn dẻo,mon che,"Khoai môn, Đường, Khoai lang tím, Bột năng, Bột mì",2,2,2,
dish3088,Chè khoai môn nếp,mon che,"Khoai môn, Lá dứa, Nếp ngỗng, Nước cốt dừa dão, Nước cốt dừa",dish3084,Chè thạch sắn dây đậu xanh,mon che,"Thạch sắn dây, Đậu xanh, Bột khoai, Bột báng, Phổ tai",1.333,1,1,
dish3088,Chè khoai môn nếp,mon che,"Khoai môn, Lá dứa, Nếp ngỗng, Nước cốt dừa dão, Nước cốt dừa",dish3097,Chè trái lê táo đỏ,mon che,"Lê, Táo đỏ, Kỷ tử, Đường phèn, Nước lọc",1.333,1,1,
dish3088,Chè khoai môn nếp,mon che,"Khoai môn, Lá dứa, Nếp ngỗng, Nước cốt dừa dão, Nước cốt dừa",dish10661,Bánh tráng trộn Tây Ninh,mon cuon - tron,"Bánh tráng, Khô mực, Khô bò, Xoài xanh, Rau răm",0.667,0,0,
dish3088,Chè khoai môn nếp,mon che,"Khoai môn, Lá dứa, Nếp ngỗng, Nước cốt dừa dão, Nước cốt dừa",dish3072,bánh trung thu rau câu vị dâu nhân trứng muối,mon banh,"Đường, Bột rau câu, Muối, Cà rốt nhỏ, Nước cốt dừa",1,0,0,
dish3088,Chè khoai môn nếp,mon che,"Khoai môn, Lá dứa, Nếp ngỗng, Nước cốt dừa dão, Nước cốt dừa",dish5228,mắm tép chưng thịt,mon xao,"Thịt nạc vai, Mắm tép, Gừng, Sả, Hành tím",0.333,0,0,
dish1162,Bánh quy mochi socola chip,mon banh,"Bột mì đa dụng, Bột nếp, Bột bắp, Bột cacao, Dầu dừa",dish2434,Brownie cookie socola,mon banh,"Socola đen, Bơ lạt, Trứng, Đường nâu, Bột mì đa dụng",1.667,2,2,
dish1162,Bánh quy mochi socola chip,mon banh,"Bột mì đa dụng, Bột nếp, Bột bắp, Bột cacao, Dầu dừa",dish1564,Bánh quy rong biển nhân phô mai,mon banh,"Bánh quy mặn, Rong biển khô, Bơ lạt, Marshmallow, Bột phô mai",1,1,1,
dish1162,Bánh quy mochi socola chip,mon banh,"Bột mì đa dụng, Bột nếp, Bột bắp, Bột cacao, Dầu dừa",dish0876,Bánh flan gato sinh nhật,mon banh,"Sữa tươi không đường, Đường trắng, Trứng, Bột mì đa dụng, Bột cacao",1,0,1,
dish1162,Bánh quy mochi socola chip,mon banh,"Bột mì đa dụng, Bột nếp, Bột bắp, Bột cacao, Dầu dừa",dish1660,Bánh donut bằng nồi chiên không dầu,mon banh,"Bột mì đa dụng, Men nở khô, Đường bột, Đường cát, Sữa tươi không đường",1,1,1,
dish1162,Bánh quy mochi socola chip,mon banh,"Bột mì đa dụng, Bột nếp, Bột bắp, Bột cacao, Dầu dừa",dish8907,Kẹo dâu tây,an vat,"Dâu tây, Bột nếp, Muối, Đường",1,0,0,
dish1162,Bánh quy mochi socola chip,mon banh,"Bột mì đa dụng, Bột nếp, Bột bắp, Bột cacao, Dầu dừa",dish4980,Nhộng rang lá chanh,mon xao,"Nhộng tằm, Lá chanh, Nước mắm, Dầu ăn, Bột canh",0,0,0,
dish4076,Tôm càng xanh nướng sa tế,mon nuong,"Tôm càng xanh, Bột ngọt, Sa tế tôm, Nước cốt chanh, Sữa đặc",dish4042,Thịt heo rừng nướng sa tế,mon nuong,"Thịt heo rừng, Cà tím, Đậu bắp, Sả băm, Hành tím băm",1.667,1,1,
dish4076,Tôm càng xanh nướng sa tế,mon nuong,"Tôm càng xanh, Bột ngọt, Sa tế tôm, Nước cốt chanh, Sữa đặc",dish0025,Canh giá đỗ thịt bò,mon canh,"Thịt bò, Giá đỗ, Tỏi, Gừng, Hành lá",0.667,0,0,
dish4076,Tôm càng xanh nướng sa tế,mon nuong,"Tôm càng xanh, Bột ngọt, Sa tế tôm, Nước cốt chanh, Sữa đặc",dish1214,Bánh mì nướng bằng chảo,mon banh,"Bột mì số 13, Men nở, Nước ấm, Trứng gà, Muối",1,0,0,
dish4076,Tôm càng xanh nướng sa tế,mon nuong,"Tôm càng xanh, Bột ngọt, Sa tế tôm, Nước cốt chanh, Sữa đặc",dish4221,Bánh ướt heo quay,mon nuong,"Thịt ba chỉ, Bột gạo, Bột năng, Tỏi băm, Ớt băm",1,0,0,
dish4076,Tôm càng xanh nướng sa tế,mon nuong,"Tôm càng xanh, Bột ngọt, Sa tế tôm, Nước cốt chanh, Sữa đặc",dish4104,Cá basa nướng muối ớt,mon nuong,"Cá basa, Ớt, Tỏi, Nước cốt chanh, Mỡ hành",1,1,1,
dish4076,Tôm càng xanh nướng sa tế,mon nuong,"Tôm càng xanh, Bột ngọt, Sa tế tôm, Nước cốt chanh, Sữa đặc",dish9555,Mứt khoai tây miếng (công thức không dùng nước vôi trong),ngay le tet,"Khoai tây, Muối, Nước cốt chanh, Đường",0.333,0,0,
dish5304,Chim bồ câu xào sả ớt,mon xao,"Chim bồ câu, Sả băm, Ớt băm, Hành băm, Nước mắm",dish5452,Cá chình xào sả ớt,mon xao,"Cá chình biển, Sả, Tỏi, Hành tím, Ớt sừng",1.667,1,0,
dish5304,Chim bồ câu xào sả ớt,mon xao,"Chim bồ câu, Sả băm, Ớt băm, Hành băm, Nước mắm",dish6248,Mực trứng rim nước mắm,mon kho,"Mực, Tỏi, Hành lá/ ngò rí, Dầu ăn, Nước mắm",1,0,0,
dish5304,Chim bồ câu xào sả ớt,mon xao,"Chim bồ câu, Sả băm, Ớt băm, Hành băm, Nước mắm",dish5405,Lươn xào cà,mon xao,"Lươn, Cà dĩa, Củ hành tăm, Lá lốt, Ớt hiểm",1,1,0,
dish5304,Chim bồ câu xào sả ớt,mon xao,"Chim bồ câu, Sả băm, Ớt băm, Hành băm, Nước mắm",dish0278,Canh chua lá me cá nục,mon canh,"Cá nục, Lá me non, Ớt, Hành lá, Nước mắm",1,0,0,
dish5304,Chim bồ câu xào sả ớt,mon xao,"Chim bồ câu, Sả băm, Ớt băm, Hành băm, Nước mắm",dish4100,Gà nướng ống tre,mon nuong,"Gà, Sả, Tỏi băm, Hành băm, Nước mắm",1,0,1,
dish5304,Chim bồ câu xào sả ớt,mon xao,"Chim bồ câu, Sả băm, Ớt băm, Hành băm, Nước mắm",dish2422,Bánh quy phô mai hạnh nhân bằng nồi chiên không dầu,mon banh,"Bột mì đa dụng, Bột hạnh nhân, Bột phô mai, Đường bột, Bơ lạt",0.333,0,0,
dish6833,Đậu hũ trứng chiên xù,mon chien,"Đậu hũ trứng, Bột chiên xù, Bột chiên giòn, Trứng",dish6917,Xúc xích lốc xoáy chiên xù,mon chien,"Xúc xích, Trứng, Bột chiên xù, Bột chiên giòn",1.667,2,1,
dish6833,Đậu hũ trứng chiên xù,mon chien,"Đậu hũ trứng, Bột chiên xù, Bột chiên giòn, Trứng",dish8291,Gỏi gà ngó sen,mon goi - salad,"Gà, Ngó sen, Cà rốt, Hành tây, Ớt sừng",0.667,0,0,
dish6833,Đậu hũ trứng chiên xù,mon chien,"Đậu hũ trứng, Bột chiên xù, Bột chiên giòn, Trứng",dish1178,Bánh bột mì trái bơ hấp,mon banh,"Bột mì đa dụng, Bơ, Trứng, Dầu ăn",0.667,0,0,
dish6833,Đậu hũ trứng chiên xù,mon chien,"Đậu hũ trứng, Bột chiên xù, Bột chiên giòn, Trứng",dish1346,Bánh khoai lang yến mạch bằng nồi chiên không dầu,mon banh,"Khoai lang, Bột yến mạch, Sữa đặc, Trứng gà, Hạt lanh",1,0,0,
dish6833,Đậu hũ trứng chiên xù,mon chien,"Đậu hũ trứng, Bột chiên xù, Bột chiên giòn, Trứng",dish7074,Cá mú sốt me,mon chien,"Cá mú, Bột bắp, Tỏi, Nước cốt me, Tương ớt",1,0,0,
dish6833,Đậu hũ trứng chiên xù,mon chien,"Đậu hũ trứng, Bột chiên xù, Bột chiên giòn, Trứng",dish10459,Mứt Kaya,mon trang mieng,"Trứng, Lá dứa, Nước cốt dừa, Đường thốt nốt, Đường cát trắng",0,0,0,
dish0622,Canh cá bạc má dưa chua và cà chua,mon canh,"Cá bạc má, Cà chua, Dưa chua, Nước dưa chua, Hành tím",dish5348,Bắp cải xào chua ngọt,mon xao,"Bắp cải xanh, Cà chua, Hành tím, Hành lá, Gừng",1,1,1,
dish0622,Canh cá bạc má dưa chua và cà chua,mon canh,"Cá bạc má, Cà chua, Dưa chua, Nước dưa chua, Hành tím",dish0803,Canh chua tôm,mon canh,"Tôm đất, Đậu bắp, Bạc hà, Cà chua, Dứa",1.333,1,2,
dish0622,Canh cá bạc má dưa chua và cà chua,mon canh,"Cá bạc má, Cà chua, Dưa chua, Nước dưa chua, Hành tím",dish3949,Mực nướng 1 nắng bằng nồi chiên không dầu,mon nuong,"Mực một nắng, Sa tế, Rượu trắng, Muối",0.667,0,0,
dish0622,Canh cá bạc má dưa chua và cà chua,mon canh,"Cá bạc má, Cà chua, Dưa chua, Nước dưa chua, Hành tím",dish0206,Giò heo bắc thảo,mon canh,"Giò heo, Tỏi, Nước dừa tươi, Nước tương, Gia vị thuốc bắc",0.667,0,0,
dish0622,Canh cá bạc má dưa chua và cà chua,mon canh,"Cá bạc má, Cà chua, Dưa chua, Nước dưa chua, Hành tím",dish3844,Khoai tây nhồi thịt bò nướng,mon nuong,"Thịt bò băm, Khoai tây, Hành tây, Tỏi, Phô mai sợi",0,0,0,
dish0622,Canh cá bạc má dưa chua và cà chua,mon canh,"Cá bạc má, Cà chua, Dưa chua, Nước dưa chua, Hành tím",dish4745,Tôm xào măng,mon xao,"Tôm, Măng tươi, Hành lá, Ớt hiểm, Hành tím",1,0,0,
dish8896,Sốt táo,an vat,"Táo Gala, Bột quế, Muối, Mật ong, Nước lọc",dish8126,Salad ức gà vị Nhật,mon goi - salad,"Ức gà, Xà lách lolo xanh, Xà lách lolo tím, Xà lách frise, Hành tây tím",1,0,0,
dish8896,Sốt táo,an vat,"Táo Gala, Bột quế, Muối, Mật ong, Nước lọc",dish2972,Bánh pancake không dùng bột,mon banh,"Trứng gà, Bột protein, Nước lọc, Dầu ăn, Bột nở",0.667,0,1,
dish8896,Sốt táo,an vat,"Táo Gala, Bột quế, Muối, Mật ong, Nước lọc",dish1528,Bánh mì nguyên cám nho khô,mon banh,"Bột mì nguyên cám, Bơ lạt, Men nở instant, Mật ong, Lòng đỏ trứng",0.667,0,0,
dish8896,Sốt táo,an vat,"Táo Gala, Bột quế, Muối, Mật ong, Nước lọc",dish5207,Đậu đũa xào trứng muối,mon xao,"Đậu đũa, Trứng muối, Tỏi, Nước tương, Ớt sa tế",1,0,0,
dish8896,Sốt táo,an vat,"Táo Gala, Bột quế, Muối, Mật ong, Nước lọc",dish10230,Bột trà xanh bằng lá trà tươi,tra sua,"Trà tươi, Muối, Nước lọc",0.333,0,0,
dish8896,Sốt táo,an vat,"Táo Gala, Bột quế, Muối, Mật ong, Nước lọc",dish8732,Chè hạt sen long nhãn táo đỏ,an vat,"Hạt sen, Long nhãn, Hồng táo, Kỷ tử, Đường",1.333,0,1,
dish10418,Bingsu dâu tây,mon trang mieng,"Dâu tây, Đường, Sữa đặc, Sữa tươi không đường, Kem vani",dish9910,Sinh tố chuối,thuc uong,"Chuối, Sữa tươi không đường, Sữa đặc, Đường, Đá viên",0.667,1,0,
dish10418,Bingsu dâu tây,mon trang mieng,"Dâu tây, Đường, Sữa đặc, Sữa tươi không đường, Kem vani",dish10374,Sữa chua bằng nồi chiên không dầu,mon trang mieng,"Sữa tươi không đường, Sữa chua không đường, Sữa đặc",1,0,1,
dish10418,Bingsu dâu tây,mon trang mieng,"Dâu tây, Đường, Sữa đặc, Sữa tươi không đường, Kem vani",dish1746,Bánh bao sữa chiên,mon banh,"Bột mì đa dụng, Men nở instant, Sữa tươi không đường, Đường, Muối",0.667,0,0,
dish10418,Bingsu dâu tây,mon trang mieng,"Dâu tây, Đường, Sữa đặc, Sữa tươi không đường, Kem vani",dish3573,Kem khoai môn,mon kem,"Khoai môn, Sữa tươi không đường, Whipping cream, Sữa đặc, Nước màu củ dền",1,1,1,
dish10418,Bingsu dâu tây,mon trang mieng,"Dâu tây, Đường, Sữa đặc, Sữa tươi không đường, Kem vani",dish9201,Mứt mận đỏ miền Nam,an vat,"Mận đỏ, Đường, Muối",0.333,0,0,
dish10418,Bingsu dâu tây,mon trang mieng,"Dâu tây, Đường, Sữa đặc, Sữa tươi không đường, Kem vani",dish8907,Kẹo dâu tây,an vat,"Dâu tây, Bột nếp, Muối, Đường",0.667,0,1,
dish9689,Sữa gạo hạt điều,thuc uong,"Gạo tẻ, Gạo nếp, Hạt điều, Đường phèn, Ca cao/ hoa đậu biếc",dish10344,Sữa chua phô mai,mon trang mieng,"Sữa chua cái, Sữa đặc, Sữa tươi có đường, Phô mai con bò cười, Nước lọc",1,0,1,
dish9689,Sữa gạo hạt điều,thuc uong,"Gạo tẻ, Gạo nếp, Hạt điều, Đường phèn, Ca cao/ hoa đậu biếc",dish0851,Bánh khảo,mon banh,"Gạo nếp, Đường phên, Đường tinh luyện, Đậu phộng, Đường cát trắng",1,0,0,
dish9689,Sữa gạo hạt điều,thuc uong,"Gạo tẻ, Gạo nếp, Hạt điều, Đường phèn, Ca cao/ hoa đậu biếc",dish9611,Sữa dừa,thuc uong,"Dừa khô, Lá dứa, Sữa đặc, Đường",1,1,1,
dish9689,Sữa gạo hạt điều,thuc uong,"Gạo tẻ, Gạo nếp, Hạt điều, Đường phèn, Ca cao/ hoa đậu biếc",dish9642,Cold Brew cam,thuc uong,"Cà phê hạt, Nước lọc, Đá viên, Cam vàng, Siro cam sả",0.667,0,1,
dish9689,Sữa gạo hạt điều,thuc uong,"Gạo tẻ, Gạo nếp, Hạt điều, Đường phèn, Ca cao/ hoa đậu biếc",dish6055,Gà giả cầy,mon kho,"Gà, Sả, Nghệ, Gừng, Riềng",0.333,0,0,
dish9689,Sữa gạo hạt điều,thuc uong,"Gạo tẻ, Gạo nếp, Hạt điều, Đường phèn, Ca cao/ hoa đậu biếc",dish9910,Sinh tố chuối,thuc uong,"Chuối, Sữa tươi không đường, Sữa đặc, Đường, Đá viên",0.667,0,1,
dish3136,Miến gà măng khô,mon nuoc,"Gà thả vườn, Xương gà, Măng khô, Miến, Gừng",dish3422,Gà nấu măng khô,mon nuoc,"Thịt gà, Măng khô, Hành tím băm, Hành tây, Dầu mè",2,2,2,
dish3136,Miến gà măng khô,mon nuoc,"Gà thả vườn, Xương gà, Măng khô, Miến, Gừng",dish3467,Phở bò kho,mon nuoc,"Bánh phở tươi, Sườn bò, Hành lá, Ngò rí, Gừng",1,0,0,
dish3136,Miến gà măng khô,mon nuoc,"Gà thả vườn, Xương gà, Măng khô, Miến, Gừng",dish9061,Mực khô rim sa tế,an vat,"Mực khô, Ớt sừng, Nước mắm, Đường cát, Nước trắng",1,0,0,
dish3136,Miến gà măng khô,mon nuoc,"Gà thả vườn, Xương gà, Măng khô, Miến, Gừng",dish3173,Mì quảng cá lóc (công thức được chia sẻ từ người dùng),mon nuoc,"Mì quảng tươi, Cá lóc, Đậu hũ chiên, Cà chua, Hành tây",0.667,0,0,
dish3136,Miến gà măng khô,mon nuoc,"Gà thả vườn, Xương gà, Măng khô, Miến, Gừng",dish0856,Bánh mì xá xíu,mon banh,"Thịt nạc vai heo, Sốt ướp đồ nướng, Hành tím băm nhỏ, Tỏi băm nhỏ, Màu gạch tôm",1,0,0,
dish3136,Miến gà măng khô,mon nuoc,"Gà thả vườn, Xương gà, Măng khô, Miến, Gừng",dish5154,Mực ống xào với dứa và hành tây,mon xao,"Mực ống, Dứa, Hành tây, Hành tím, Hành lá",0.667,0,0,
dish7942,Bạch tuộc nhúng giấm,mon lau,"Bạch tuộc, Giấm ăn, Nước lọc, Hành tây, Ớt hiểm xanh",dish3191,Bún chả cá thác lác,mon nuoc,"Cá thác lác, Bún tươi, Dứa, Hành lá, Cà chua",0.667,0,0,
dish7942,Bạch tuộc nhúng giấm,mon lau,"Bạch tuộc, Giấm ăn, Nước lọc, Hành tây, Ớt hiểm xanh",dish8812,Táo mèo muối xổi,an vat,"Táo mèo, Muối, Đường, Bột canh, Ớt bột",1,0,0,
dish7942,Bạch tuộc nhúng giấm,mon lau,"Bạch tuộc, Giấm ăn, Nước lọc, Hành tây, Ớt hiểm xanh",dish7729,Lẩu cháo cá lóc,mon lau,"Cá lóc, Gạo tẻ, Gạo nếp, Thịt heo xay, Nấm rơm",1,0,1,
dish7942,Bạch tuộc nhúng giấm,mon lau,"Bạch tuộc, Giấm ăn, Nước lọc, Hành tây, Ớt hiểm xanh",dish7937,Ếch om chuối đậu,mon lau,"Thịt ếch, Chuối xanh, Đậu phụ, Hành tím, Nghệ tươi",1,0,1,
dish7942,Bạch tuộc nhúng giấm,mon lau,"Bạch tuộc, Giấm ăn, Nước lọc, Hành tây, Ớt hiểm xanh",dish3502,Phở bò (nấu với gói gia vị phở),mon nuoc,"Phở, Thịt bò, Xương heo, Gia vị nấu phở bò, Hành tây",0.333,0,0,
dish7942,Bạch tuộc nhúng giấm,mon lau,"Bạch tuộc, Giấm ăn, Nước lọc, Hành tây, Ớt hiểm xanh",dish5175,Thịt bò xào khoai tây,mon xao,"Thịt bò, Khoai tây, Dầu ăn, Muối, Hạt nêm",0.667,0,0,
dish5894,Cá nục kho dưa chua,mon kho,"Cá nục, Dưa cải chua, Nước mắm, Ớt, Hành tím",dish6110,Cá chép om dưa,mon kho,"Cá chép, Dưa chua, Đậu hũ chiên, Tóp mỡ, Cà chua bi",1.667,2,2,
dish5894,Cá nục kho dưa chua,mon kho,"Cá nục, Dưa cải chua, Nước mắm, Ớt, Hành tím",dish5762,Cá chốt kho nghệ,mon kho,"Cá chốt, Ớt, Bột nghệ, Nước mắm, Dầu ăn",1.333,1,1,
dish5894,Cá nục kho dưa chua,mon kho,"Cá nục, Dưa cải chua, Nước mắm, Ớt, Hành tím",dish6415,Cà tím cuộn thịt chiên xù,mon chien,"Cà tím, Thịt heo xay, Hành tím, Bột chiên giòn, Bột chiên xù",1,0,0,
dish5894,Cá nục kho dưa chua,mon kho,"Cá nục, Dưa cải chua, Nước mắm, Ớt, Hành tím",dish5705,Sườn rim mật ong,mon kho,"Sườn heo, Hành tím, Tỏi, Mật ong, Hành lá",1,0,0,
dish5894,Cá nục kho dưa chua,mon kho,"Cá nục, Dưa cải chua, Nước mắm, Ớt, Hành tím",dish5625,Giò heo nấu giả cầy miền Bắc,mon kho,"Thịt heo, Nước cốt nghệ tươi, Riềng, Cơm mẻ, Mắm tôm",1,0,0,
dish5894,Cá nục kho dưa chua,mon kho,"Cá nục, Dưa cải chua, Nước mắm, Ớt, Hành tím",dish1949,Bánh mì sữa dừa,mon banh,"Bột bánh mì, Bột vani, Bơ lạt, Dừa sợi, Men khô",0.333,0,0,
dish3662,Kem tiramisu,mon kem,"Whipping cream, Rượu Rhum, Bơ lạt đun chảy, Sữa đặc, Bột cacao",dish3587,Kem cam que,mon kem,"Cam vàng, Màu cam thực phẩm, Hương liệu mùi cam, Bột mì đa dụng, Đường",0.667,1,1,
dish3662,Kem tiramisu,mon kem,"Whipping cream, Rượu Rhum, Bơ lạt đun chảy, Sữa đặc, Bột cacao",dish2832,Bánh kem phô mai trà xanh,mon banh,"Bánh quy, Bơ lạt đun chảy, Sữa tươi không đường, Gelatine, Nước lọc",1,1,1,
dish3662,Kem tiramisu,mon kem,"Whipping cream, Rượu Rhum, Bơ lạt đun chảy, Sữa đặc, Bột cacao",dish10056,Mocha đá xay,thuc uong,"Bột cà phê hòa tan, Bột cacao, Sữa tươi, Siro socola, Whipping cream",1.333,0,1,
dish3662,Kem tiramisu,mon kem,"Whipping cream, Rượu Rhum, Bơ lạt đun chảy, Sữa đặc, Bột cacao",dish3621,Kem bơ đậu phộng,mon kem,"Heavy cream, Sữa đặc, Bơ đậu phộng, Đậu phộng rang",0.667,1,1,
dish3662,Kem tiramisu,mon kem,"Whipping cream, Rượu Rhum, Bơ lạt đun chảy, Sữa đặc, Bột cacao",dish8789,Rau câu sơn thủy,an vat,"Nước cốt dừa, Sữa đặc, Lá dứa, Bột rau câu giòn, Nước cốt cà phê",0,0,0,
dish3662,Kem tiramisu,mon kem,"Whipping cream, Rượu Rhum, Bơ lạt đun chảy, Sữa đặc, Bột cacao",dish3655,Kem mè đen,mon kem,"Mè đen, Sữa tươi không đường, Sữa đặc, Sữa chua, Muối",1,1,1,
